t,Regime,Lignite_Coal,Petcoke,Alternative_Fuel,Feed_rate,Kiln_solid_out,Material_acc,Clinker_output,Air_flow,Cooling_air_flow,ID_fan_speed,Fuel_rate,Tg_preheater,Ts_preheater,Tg_calcination,Ts_calcination,Tg_burning,Ts_burning,Tg_Cooling,Ts_Cooling,O2,CO_ppm,P_preheater,P_calcination,P_burning,Damper_position,CaCO3,CaO,CO2,SiO2,Al2O3,Fe2O3,LSF,C3A,C4AF,C2S,C3S,dC2S,dC3S,dC3A,dC4AF,dCaO_calcination,Mass_Balance_Error,kiln_rpm,Residence,Q_in,Q_out,Q_acc,Q_loss,Q_reaction,Q_gas,Q_clinker,Clinker_yield,dTg_burning,dFuel_rate,Normalized_Energy_Index,Global_Energy_Closure,Energy_error
0.0,R1_HEATING_STABILIZATION,0.9,0.03,0.07,43.0,12.5,15.0,11.13,45100.0,172440.0,900.0,2.5,400.0,100.0,848.37463,802.022,1245.08864,1060.038,1582.903,1450.0,6.0,900.0,12.0,5.5,1.2,33.0,80.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.37762,35575.0,24285.0,1669.0,22600.0,15.175,3524.0,15000.0,0.89,0.0,0.0,1.0,1.0,0.0
0.16667,R1_HEATING_STABILIZATION,0.9,0.03,0.07,43.11199,12.50881,15.03833,11.13284,45062.46095,172440.26117,902.24847,2.51839,344.21616,159.37836,852.434,835.1197,1281.81171,1059.90536,1474.75084,129.19993,5.10529,436.79246,-121.48257,-181.68866,1.2,84.68893,77.44793,1.42993,1.12215,12.99996,3.99996,2.99998,0.03314,0.0002,0.00022,0.01271,0.0,0.01715,0.0,0.00511,0.00029,0.0141,95.97764,1.0209,72.07194,35575.28661,23236.8536,1669.92548,21551.7527,15.17542,3481.65507,15000.0,0.89,96.48505,0.0,3195.52761,10683.68295,30.03119
0.33333,R1_HEATING_STABILIZATION,0.89974,0.03015,0.07012,43.15027,12.59115,15.07651,11.20612,45131.7705,172593.40459,904.74317,2.53873,325.98899,197.10535,856.86538,842.90648,1321.91454,1059.79732,1376.27914,128.47488,4.55185,281.93448,-123.11258,-183.55015,1.2,84.34549,74.00642,3.35821,2.63538,12.999,3.99905,2.99942,0.07783,0.00135,0.00156,0.09179,0.0,0.04574,0.0,0.01309,0.00077,0.03823,90.3555,1.04148,71.78281,38041.58307,26074.16889,1680.91787,24378.06212,15.1889,3621.76643,15000.0,0.89,110.32543,0.0,3394.7152,10301.6852,27.08006
0.5,R1_HEATING_STABILIZATION,0.89948,0.03029,0.07023,43.1889,12.67132,15.11456,11.27748,45200.98386,172747.91871,907.2341,2.55897,326.57058,224.24809,861.44894,846.32235,1364.12894,1059.71642,1286.62873,128.46611,4.20806,239.46944,-124.72458,-185.3962,1.2,84.00432,70.42456,5.36512,4.21032,12.99496,3.99522,2.99706,0.1244,0.00374,0.00438,0.25994,0.0,0.07721,0.0,0.02171,0.00129,0.065,84.22558,1.06175,71.50896,39290.58769,29351.23605,1691.62183,27644.41172,15.20249,3769.47401,15000.0,0.89,113.02746,0.0,3483.98681,8262.9323,21.03031
0.66667,R1_HEATING_STABILIZATION,0.89921,0.03044,0.07035,43.22787,12.74948,15.15247,11.34704,45270.10115,172903.81285,909.72125,2.57912,336.59996,246.28922,866.06846,849.27056,1406.04308,1059.66325,1205.01625,128.4605,3.99309,233.90366,-126.31877,-187.22693,1.2,83.66542,66.84934,7.36832,5.78235,12.98533,3.98609,2.99141,0.17101,0.00745,0.00879,0.52495,0.0,0.11117,0.0,0.03079,0.00184,0.09417,77.78646,1.08173,71.24923,40017.50166,32919.10979,1702.0553,31201.83827,15.21621,3918.06369,15000.0,0.89,111.09587,0.0,3526.69225,5411.55278,13.52297
0.83333,R1_HEATING_STABILIZATION,0.89895,0.03058,0.07047,43.26719,12.82573,15.19025,11.4149,45339.12251,173061.0963,912.20464,2.59917,351.39275,265.9312,870.68172,852.15162,1446.70351,1059.63721,1130.72747,128.45762,3.8573,237.75618,-127.89534,-189.04246,1.2,83.32878,63.30492,9.35425,7.34083,12.96743,3.96912,2.98087,0.21749,0.01254,0.0149,0.89445,0.0,0.14776,0.0,0.04033,0.00243,0.12592,71.04518,1.1014,71.00259,40521.84749,36698.1234,1712.23474,34970.65861,15.23005,4064.77687,15000.0,0.89,107.3854,0.0,3549.90877,2126.7194,5.24833
1.0,R1_HEATING_STABILIZATION,0.89869,0.03073,0.07058,43.30686,12.90019,15.22791,11.48117,45408.04808,173219.77835,914.68427,2.61913,368.59975,284.4948,875.27161,855.01082,1485.77269,1059.63728,1063.1112,128.45735,3.7702,242.02856,-129.45449,-190.84293,1.2,82.99437,59.80278,11.3165,8.88072,12.9384,3.94163,2.96371,0.26389,0.01908,0.02281,1.3764,0.0,0.18704,0.0,0.05031,0.00306,0.16035,63.98762,1.12079,70.76809,40928.9095,40641.50039,1722.17528,38904.08109,15.24402,4208.54607,15000.0,0.89,103.0848,0.0,3564.87315,-1419.52216,-3.46826
1.16667,R1_HEATING_STABILIZATION,0.89843,0.03087,0.0707,43.34688,12.97297,15.26545,11.54594,45476.87798,173379.86832,917.16014,2.63899,387.03671,302.61555,879.83115,857.86902,1523.16677,1059.66229,1001.57377,128.45959,3.71306,244.45335,-130.99642,-192.62845,1.2,82.66218,56.3525,13.24969,10.39781,12.89526,3.90079,2.93814,0.31032,0.02704,0.03258,1.97892,0.0,0.22908,0.0,0.05556,0.00347,0.19757,56.59659,1.13988,70.5449,41291.46956,44718.15339,1731.89088,42971.00441,15.2581,4349.01151,15000.0,0.89,98.68272,0.0,3576.27637,-5143.31661,-12.45612
1.33333,R1_HEATING_STABILIZATION,0.89817,0.03101,0.07081,43.38726,13.04415,15.30287,11.6093,45545.61235,173541.3755,919.63227,2.65876,406.10035,320.59008,884.35784,860.7465,1558.90562,1059.71105,945.57393,128.46422,3.67439,244.97138,-132.5213,-194.39916,1.2,82.3322,52.96246,15.14914,11.88841,12.83558,3.84433,2.90259,0.35696,0.03543,0.04308,2.71039,0.0,0.27399,0.0,0.05655,0.00357,0.23772,48.86444,1.15869,70.33222,41632.35413,48904.85098,1741.39439,47148.18427,15.27232,4486.11059,15000.0,0.89,94.37898,0.0,3586.12222,-8998.61892,-21.61448
1.5,R1_HEATING_STABILIZATION,0.89792,0.03116,0.07093,43.42799,13.11384,15.34019,11.67132,45614.25132,173704.30919,922.10065,2.67843,425.47744,338.54822,888.85132,863.66233,1593.05081,1059.7824,894.61832,128.47113,3.64711,244.08295,-134.02934,-196.15517,1.2,82.00441,49.63996,17.01073,13.34931,12.75871,3.77165,2.85659,0.40399,0.04395,0.05387,3.57959,0.0,0.32194,0.0,0.0573,0.00366,0.28103,40.77835,1.17721,70.12937,41961.81283,53182.68445,1750.69771,51416.70008,15.28665,4619.9064,15000.0,0.89,90.25317,0.0,3595.29339,-12956.28268,-30.87637
1.66667,R1_HEATING_STABILIZATION,0.89766,0.0313,0.07104,43.46908,13.18211,15.3774,11.73208,45682.79503,173868.67869,924.5653,2.69801,444.73218,356.51067,893.31233,866.63317,1611.04035,1059.87109,848.25716,128.47987,3.62689,243.11899,-135.52071,-197.89662,1.2,81.6788,46.39139,18.83091,14.77771,12.66429,3.68243,2.79987,0.45159,0.05257,0.06492,4.59586,0.0,0.37316,0.0,0.05782,0.00374,0.32776,32.31966,1.19546,69.93569,42284.65424,55553.94379,1759.81186,53778.83082,15.30112,4707.06839,15000.0,0.89,88.9631,0.0,3604.19105,-15013.80029,-35.5065
1.83333,R1_HEATING_STABILIZATION,0.8974,0.03144,0.07116,43.51054,13.24904,15.41451,11.79165,45751.2436,174034.49329,927.02621,2.7175,462.96745,374.28516,897.74221,869.67236,1611.26172,1059.96079,806.08011,128.48886,3.61107,244.36387,-136.99561,-199.6236,1.2,81.35536,43.22248,20.60644,16.17107,12.55204,3.57642,2.73217,0.49999,0.06126,0.0762,5.76919,0.0,0.42787,0.0,0.05806,0.0038,0.3782,23.46685,1.21344,69.75059,42603.23899,55592.45894,1768.74703,53808.3962,15.31571,4741.72776,15000.0,0.89,90.82832,0.0,3613.0016,-14742.65127,-34.60453
2.0,R1_HEATING_STABILIZATION,0.89714,0.03159,0.07127,43.55235,13.3147,15.45152,11.85008,45819.59717,174201.76227,929.4834,2.73689,480.38919,391.70709,902.14267,872.7893,1611.48002,1060.04998,767.71297,128.49779,3.598,246.55245,-138.45421,-201.33626,1.2,81.03406,40.13852,22.33439,17.52709,12.42173,3.45342,2.6533,0.54944,0.06997,0.08766,7.11039,0.0,0.48637,0.0,0.058,0.00385,0.4327,14.19557,1.23115,69.57355,42918.77661,55630.40623,1777.51272,53837.56308,15.33043,4776.22581,15000.0,0.89,92.67171,0.0,3621.81177,-14473.81191,-33.72373
2.16667,R1_HEATING_STABILIZATION,0.89689,0.03173,0.07139,43.59453,13.37916,15.48843,11.90745,45887.85587,174370.4949,931.93687,2.75619,497.16381,408.7024,906.51558,875.98896,1611.69591,1060.13867,732.81474,128.50668,3.58668,249.03501,-139.89669,-203.03471,1.2,80.7149,37.14459,24.01189,18.84352,12.27322,3.31332,2.56308,0.60019,0.07865,0.09926,8.63106,0.0,0.54892,0.0,0.05762,0.00389,0.4261,4.47897,1.24859,69.40405,43231.91078,55667.88143,1786.11774,53866.41841,15.34528,4810.56504,15000.0,0.89,94.49848,0.0,3630.66021,-14206.74312,-32.86171
2.33333,R1_HEATING_STABILIZATION,0.89663,0.03187,0.0715,43.63708,13.44247,15.52526,11.9638,45956.01984,174540.70045,934.38663,2.7754,513.38047,425.24154,910.86282,879.27168,1611.90973,1060.22685,701.07469,128.51551,3.57648,251.57483,-141.32323,-204.71906,1.2,80.39786,34.24576,25.6361,20.11814,12.10646,3.15609,2.46139,0.65256,0.08726,0.11095,10.32258,0.0,0.58159,0.0,0.05687,0.00391,0.41561,-5.64887,1.26578,69.24166,43542.99549,55704.94025,1794.57031,53895.00968,15.36025,4844.74708,15000.0,0.89,96.31147,0.0,3639.56167,-13941.15482,-32.01699
2.5,R1_HEATING_STABILIZATION,0.89637,0.03201,0.07161,43.68001,13.5047,15.562,12.01919,46024.0892,174712.38817,936.83267,2.79452,529.08995,441.31679,915.18624,882.63334,1612.12169,1060.31451,672.20971,128.5243,3.56703,254.09515,-142.73401,-206.38943,1.2,80.08292,31.44726,27.2041,21.34864,11.9215,2.9818,2.34816,0.70688,0.09574,0.12266,12.08791,0.0,0.60226,0.0,0.0557,0.0039,0.40416,-15.88806,1.28271,69.08594,43852.23137,55741.61721,1802.87809,53923.36376,15.37536,4878.77311,15000.0,0.89,98.11227,0.0,3648.51886,-13676.88857,-31.18858
2.66667,R1_HEATING_STABILIZATION,0.89612,0.03215,0.07173,43.7233,13.5659,15.59865,12.07365,46092.06408,174885.5673,939.27502,2.81355,544.32387,456.93104,919.48752,886.06602,1612.33192,1060.40167,645.96186,128.53303,3.55809,256.57791,-144.1292,-208.04594,1.2,79.77008,28.75451,28.71285,22.53264,11.71848,2.79061,2.22339,0.76352,0.10402,0.13433,13.91533,0.0,0.62298,0.0,0.05407,0.00387,0.39168,-26.19394,1.29938,68.93651,44159.73575,55777.9352,1811.04822,53951.49638,15.3906,4912.64409,15000.0,0.89,99.90178,0.0,3657.52843,-13413.85707,-30.37576
2.83333,R1_HEATING_STABILIZATION,0.89586,0.03229,0.07184,43.76697,13.62612,15.63523,12.12725,46159.94462,175060.24706,941.71366,2.83249,559.1042,472.09223,923.76812,889.55887,1612.54048,1060.48831,622.09615,128.54171,3.54951,259.02431,-145.50897,-209.6887,1.2,79.45932,26.17315,30.15918,23.66767,11.49771,2.58281,2.08715,0.82291,0.11203,0.14588,15.80482,0.0,0.64356,0.0,0.05194,0.0038,0.37811,-36.55622,1.31581,68.79302,44465.57987,55813.91053,1819.08741,53979.41715,15.40597,4946.36083,15000.0,0.89,101.68057,0.0,3666.58411,-13152.01209,-29.57796
3.0,R1_HEATING_STABILIZATION,0.89561,0.03244,0.07196,43.81101,13.68541,15.67172,12.18001,46227.73094,175236.43665,944.14861,2.85134,573.44799,486.81063,928.02927,893.09935,1612.74742,1060.57444,600.39852,128.55034,3.54121,261.44033,-146.8735,-211.31783,1.2,79.15062,23.70888,31.53991,24.7512,11.25961,2.35885,1.9396,0.8855,0.11969,0.1572,17.75572,0.0,0.66375,0.0,0.04924,0.0037,0.36341,-46.96208,1.33199,68.65513,44769.80914,55849.55563,1827.0019,54007.13226,15.42148,4979.92406,15000.0,0.89,103.44898,0.0,3675.67838,-12891.32691,-28.79469
3.16667,R1_HEATING_STABILIZATION,0.89535,0.03258,0.07207,43.85544,13.7438,15.70814,12.23198,46295.42319,175414.14527,946.57988,2.8701,587.36967,501.09747,932.27192,896.67431,1612.95279,1060.66005,580.67399,128.55892,3.53312,263.83187,-148.22295,-212.93344,1.2,78.84397,21.36731,32.8519,25.78079,11.00477,2.11931,1.78099,0.95184,0.12692,0.16818,19.76661,0.0,0.6833,0.0,0.04592,0.00357,0.34756,-57.3961,1.34793,68.52254,45072.45437,55884.88064,1834.79757,54034.64596,15.43711,5013.33447,15000.0,0.89,105.20723,0.0,3684.80332,-12631.78672,-28.02551
3.33333,R1_HEATING_STABILIZATION,0.8951,0.03272,0.07218,43.90025,13.80135,15.74449,12.2832,46363.02148,175593.38208,949.00746,2.88877,600.8822,514.96431,936.49676,900.27104,1613.15659,1060.74515,562.74495,128.56744,3.52522,266.2035,-149.55749,-214.53564,1.2,78.53936,19.15368,34.09219,26.75413,10.734,1.86496,1.61169,1.02254,0.13362,0.17871,21.8353,0.0,0.70195,0.0,0.04195,0.00338,0.33062,-67.84048,1.36363,68.39495,45373.5381,55919.89423,1842.47992,54061.96143,15.45289,5046.59273,15000.0,0.89,106.95549,0.0,3693.9511,-12373.38317,-27.27004
3.5,R1_HEATING_STABILIZATION,0.89485,0.03286,0.07229,43.94544,13.85808,15.78077,12.33369,46430.52595,175774.15623,951.43137,2.90735,613.99769,528.42269,940.70425,903.87787,1613.35886,1060.82973,546.44966,128.57592,3.51747,268.55844,-150.87728,-216.12455,1.2,78.23678,17.07264,35.2582,27.66916,10.44826,1.59675,1.4322,1.09831,0.13968,0.18864,23.95881,0.0,0.71942,0.0,0.03728,0.00315,0.31265,-78.27534,1.3791,68.27211,45673.0781,55954.60412,1850.05413,54089.08119,15.4688,5079.69948,15000.0,0.89,108.69389,0.0,3703.1142,-12116.11135,-26.52791
3.66667,R1_HEATING_STABILIZATION,0.8946,0.033,0.07241,43.99102,13.91405,15.81698,12.3835,46497.93673,175956.47682,953.85161,2.92584,626.72763,541.484,944.89467,907.48464,1613.55961,1060.91379,531.64083,128.58434,3.50987,270.89884,-152.18249,-217.70027,1.2,77.9362,15.12792,36.34783,28.52425,10.14878,1.31584,1.24315,1.17999,0.14501,0.19782,26.13335,0.0,0.73547,0.0,0.03188,0.00287,0.2938,-88.67917,1.39434,68.15377,45971.08945,55989.01734,1857.52506,54116.00743,15.48484,5112.65538,15000.0,0.89,110.42252,0.0,3712.28553,-11859.96811,-25.79875
3.83333,R1_HEATING_STABILIZATION,0.89434,0.03314,0.07252,44.03699,13.96927,15.85313,12.43265,46565.25394,176140.35296,956.26819,2.94424,639.08309,554.15939,949.06811,911.08281,1613.75886,1060.99734,518.18431,128.59271,3.5024,273.22609,-153.47328,-219.26291,1.2,77.63762,13.32218,37.35958,29.31824,9.83698,1.02361,1.04534,1.26852,0.14949,0.20609,28.35446,0.0,0.74989,0.0,0.02573,0.00247,0.27424,-99.02938,1.40935,68.03969,46267.5856,56023.14043,1864.8973,54142.74211,15.50102,5145.46105,15000.0,0.89,112.14148,0.0,3721.45846,-11604.95111,-25.08225
4.0,R1_HEATING_STABILIZATION,0.89409,0.03328,0.07263,44.08335,14.02378,15.88921,12.48117,46632.47773,176325.79371,958.6811,2.96256,651.07475,566.45973,953.2245,914.66539,1613.95662,1061.08036,505.95797,128.60103,3.49505,275.54108,-154.7498,-220.81259,1.2,77.34103,11.65678,38.29271,30.05052,9.51463,0.72172,0.8398,1.36502,0.15302,0.21288,30.61703,0.0,0.76249,0.0,0.01881,0.00183,0.25418,-109.30024,1.42413,67.92967,46562.57907,56056.97954,1872.17516,54169.28705,15.51734,5178.11712,15000.0,0.89,113.85085,0.0,3730.62683,-11351.05829,-24.37807
4.16667,R1_HEATING_STABILIZATION,0.89384,0.03341,0.07274,44.1301,14.07762,15.92524,12.52908,46699.60822,176512.80811,961.09037,2.98079,662.713,578.39563,957.36372,918.22684,1614.15291,1061.16285,494.85061,128.6093,3.48783,277.84438,-156.01222,-222.34941,1.2,77.0464,10.13164,39.14724,30.72112,9.18412,0.41238,0.62821,1.47067,0.15546,0.21764,32.91552,0.0,0.77319,0.0,0.01114,0.00109,0.23385,-119.46516,1.4387,67.8235,46856.0818,56090.54051,1879.3627,54195.64401,15.53379,5210.62422,15000.0,0.89,115.55071,0.0,3739.7849,-11098.28762,-23.68591
4.33333,R1_HEATING_STABILIZATION,0.89359,0.03355,0.07286,44.17725,14.13081,15.9612,12.57643,46766.64553,176701.40515,963.49598,2.99893,674.00789,589.97739,961.48553,921.76283,1614.34774,1061.24483,484.761,128.61751,3.48072,280.13634,-157.26069,-223.87347,1.2,76.75374,8.74525,39.92404,31.33072,8.84828,0.09818,0.41266,1.58673,0.15672,0.22011,35.24416,0.0,0.78196,0.0,0.00275,0.00027,0.2135,-129.49972,1.45305,67.721,47148.10533,56123.82888,1886.46379,54221.8147,15.55039,5242.98297,15000.0,0.89,117.24113,0.0,3748.92741,-10846.63695,-23.00546
4.5,R1_HEATING_STABILIZATION,0.89334,0.03369,0.07297,44.22479,14.18339,15.99712,12.62321,46833.5898,176891.5938,965.89796,3.01699,684.96921,601.21507,965.58964,925.27007,1614.54113,1061.32627,475.59698,128.62568,3.47373,282.41718,-158.49537,-225.38488,1.2,76.46302,7.49464,40.62475,31.88061,8.51026,0.0,0.19548,1.69582,0.15686,0.22039,37.59722,0.0,0.78886,0.0,0.0,0.0,0.19336,-139.1658,1.46718,67.62199,47438.66092,56156.84995,1893.48204,54247.80078,15.56713,5275.194,15000.0,0.89,118.92219,0.0,3758.04944,-10596.10395,-22.33643
4.66667,R1_HEATING_STABILIZATION,0.89309,0.03383,0.07308,44.27274,14.23536,16.03298,12.66947,46900.44116,177083.383,968.29629,3.03496,695.60647,612.11842,969.67573,928.74608,1614.73308,1061.4072,467.27464,128.63379,3.46685,284.68703,-159.7164,-226.88376,1.2,76.17423,6.37545,41.25183,32.37271,8.17212,0.0,0.0,1.80281,0.15686,0.22039,39.96917,0.0,0.79391,0.0,0.0,0.0,0.17368,-148.56154,1.4811,67.5263,47727.75963,56189.60878,1900.42091,54273.60387,15.584,5307.25793,15000.0,0.89,120.59397,0.0,3767.14649,-10346.68606,-21.67855
4.83333,R1_HEATING_STABILIZATION,0.89284,0.03397,0.07319,44.32109,14.28677,16.06879,12.71522,46967.19973,177276.78164,970.691,3.05285,705.92891,622.69694,973.74344,932.18908,1614.92362,1061.48759,459.71765,128.64184,3.46007,286.94599,-160.92394,-228.37019,1.2,75.88736,5.38208,41.80842,32.8095,7.83397,0.0,0.0,1.906,0.15686,0.22039,42.35429,0.0,0.79696,0.0,0.0,0.0,0.15469,-157.60505,1.49482,67.43378,48015.41233,56222.11024,1907.28363,54299.22558,15.60102,5339.17538,15000.0,0.89,122.25653,0.0,3776.21436,-10098.38053,-21.03154
5.0,R1_HEATING_STABILIZATION,0.89259,0.0341,0.0733,44.36984,14.33763,16.10454,12.76049,47033.86564,177471.79857,973.08208,3.07065,715.94552,632.95987,977.79241,935.59781,1615.11276,1061.56746,452.85651,128.64985,3.4534,289.19412,-162.11814,-229.84429,1.2,75.60239,4.5078,42.29828,33.19392,7.49583,0.0,0.0,2.01533,0.15686,0.22039,44.74646,0.0,0.79787,0.0,0.0,0.0,0.13657,-166.48385,1.50833,67.34429,48301.62974,56254.359,1914.07331,54324.6675,15.61818,5370.94696,15000.0,0.89,123.90994,0.0,3785.24919,-9851.18439,-20.39514
5.16667,R1_HEATING_STABILIZATION,0.89234,0.03424,0.07341,44.419,14.38796,16.14026,12.80529,47100.43903,177668.44259,975.46954,3.08837,725.66503,642.91619,981.82226,938.97145,1615.3005,1061.64679,446.62798,128.6578,3.44684,291.43145,-163.29915,-231.30615,1.2,75.31932,3.74501,42.72567,33.52932,7.15768,0.0,0.0,2.13186,0.15686,0.2204,47.13908,0.0,0.79648,0.0,0.0,0.0,0.11949,-175.19006,1.52164,67.25769,48586.42242,56286.35955,1920.79287,54349.93119,15.63549,5402.57329,15000.0,0.89,125.55428,0.0,3794.24741,-9605.0945,-19.76909
5.33333,R1_HEATING_STABILIZATION,0.8921,0.03438,0.07352,44.46857,14.43779,16.17592,12.84963,47166.92002,177866.72248,977.85339,3.106,735.09595,652.57462,985.83263,942.30955,1615.48687,1061.72559,440.97451,128.6657,3.44038,293.658,-164.4671,-232.75589,1.2,75.03813,3.08541,43.09524,33.81934,6.81953,0.0,0.0,2.25692,0.15686,0.2204,49.52514,0.0,0.79266,0.0,0.0,0.0,0.10359,-183.71557,1.53475,67.17385,48869.80082,56318.1162,1927.44507,54375.01819,15.65294,5434.05498,15000.0,0.89,127.1896,0.0,3803.20572,-9360.10752,-19.15315
5.5,R1_HEATING_STABILIZATION,0.89185,0.03451,0.07364,44.51855,14.48714,16.21155,12.89355,47233.30874,178066.64695,980.23362,3.12355,744.24652,661.94367,989.82315,945.6119,1615.67187,1061.80387,435.84374,128.67354,3.43401,295.87382,-165.62215,-234.19359,1.2,74.75881,2.52026,43.4119,34.06784,6.48137,0.0,0.0,2.39212,0.15686,0.2204,51.8972,0.0,0.78627,0.0,0.0,0.0,0.08896,-192.05173,1.54766,67.09265,49151.7752,56349.63313,1934.03258,54399.93002,15.67053,5465.39264,15000.0,0.89,128.81599,0.0,3812.12104,-9116.21997,-18.54708
5.66667,R1_HEATING_STABILIZATION,0.8916,0.03465,0.07375,44.56894,14.53601,16.24713,12.93705,47299.60532,178268.22467,982.61026,3.14101,753.12478,671.03158,993.79346,948.87856,1615.85552,1061.8816,431.18803,128.68134,3.42775,298.0789,-166.76443,-235.61936,1.2,74.48134,2.04055,43.68068,34.27877,6.14322,0.0,0.0,2.53943,0.15686,0.22041,54.2474,0.0,0.77717,0.0,0.0,0.0,0.07566,-200.18901,1.56038,67.01398,49432.35573,56380.91433,1940.55788,54424.66818,15.68827,5496.58689,15000.0,0.89,130.43349,0.0,3820.99056,-8873.42822,-17.95065
5.83333,R1_HEATING_STABILIZATION,0.89136,0.03479,0.07386,44.61975,14.58444,16.28268,12.98016,47365.80988,178471.46426,984.98329,3.15839,761.73854,679.84639,997.74324,952.10976,1616.03783,1061.9588,426.96404,128.68907,3.42158,300.27327,-167.8941,-237.0333,1.2,74.20572,1.63726,43.90665,34.4561,5.80506,0.0,0.0,2.70126,0.15686,0.22041,56.56751,0.0,0.76524,0.0,0.0,0.0,0.06371,-208.11677,1.57291,66.93772,49711.55243,56411.96369,1947.02338,54449.23415,15.70615,5527.63832,15000.0,0.89,132.04219,0.0,3829.81167,-8631.72849,-17.36363
6.0,R1_HEATING_STABILIZATION,0.89111,0.03492,0.07397,44.67098,14.63244,16.31818,13.02288,47431.92256,178676.37427,987.35273,3.17569,770.09537,688.39589,1001.67215,955.30589,1616.21881,1062.03547,423.13235,128.69676,3.4155,302.45695,-169.01128,-238.4355,1.2,73.93193,1.30153,44.09475,34.60372,5.4669,0.0,0.0,2.88063,0.15686,0.22041,58.84889,0.0,0.75034,0.0,0.0,0.0,0.05311,-215.82291,1.58526,66.86378,49989.37518,56442.78494,1953.43135,54473.62941,15.72418,5558.54756,15000.0,0.89,133.64215,0.0,3838.58193,-8391.11693,-16.7858
6.16667,R1_HEATING_STABILIZATION,0.89087,0.03506,0.07408,44.72262,14.68003,16.35365,13.06523,47497.94347,178882.96322,989.71859,3.19291,778.20265,696.68767,1005.5799,958.46747,1616.39847,1062.11159,419.65711,128.70439,3.40952,304.62996,-170.11611,-239.82607,1.2,73.65996,1.02484,44.24978,34.72538,5.12873,0.0,0.0,3.08136,0.15686,0.22042,61.0825,0.0,0.73235,0.0,0.0,0.0,0.04382,-223.29365,1.59742,66.79206,50265.83376,56473.3817,1959.78396,54497.85538,15.74236,5589.31519,15000.0,0.89,135.23342,0.0,3847.29911,-8151.58953,-16.21696
6.33333,R1_HEATING_STABILIZATION,0.89062,0.03519,0.07419,44.77469,14.72722,16.38909,13.10722,47563.87276,179091.23955,992.08086,3.21005,786.06756,704.7291,1009.46621,961.59513,1616.57683,1062.18718,416.50569,128.71197,3.40363,306.79231,-171.20874,-241.2051,1.2,73.38979,0.79914,44.37624,34.82462,4.79057,0.0,0.0,3.3083,0.15686,0.22042,63.25897,0.0,0.71115,0.0,0.0,0.0,0.03578,-230.51339,1.6094,66.72248,50540.93778,56503.75745,1966.08326,54521.9135,15.76069,5619.94182,15000.0,0.89,136.81607,0.0,3855.96114,-7913.14224,-15.6569
6.5,R1_HEATING_STABILIZATION,0.89038,0.03533,0.0743,44.82718,14.77402,16.42449,13.14887,47629.71053,179301.21164,994.43956,3.2271,793.69706,712.52735,1013.33081,964.68959,1616.7539,1062.26223,413.64843,128.71949,3.39782,308.94403,-172.2893,-242.57269,1.2,73.12142,0.61696,44.47832,34.90472,4.4524,0.0,0.0,3.56777,0.15686,0.22042,65.36852,0.0,0.68662,0.0,0.0,0.0,0.0289,-237.46449,1.6212,66.65493,50814.69678,56533.91559,1972.33125,54545.80517,15.77917,5650.42806,15000.0,0.89,138.39017,0.0,3864.56612,-7675.77089,-15.10542
6.66667,R1_HEATING_STABILIZATION,0.89013,0.03546,0.07441,44.8801,14.82045,16.45986,13.1902,47695.45694,179512.88783,996.79468,3.24408,801.09791,720.08939,1017.17346,967.75164,1616.92969,1062.33674,411.05838,128.72696,3.39211,311.08513,-173.35791,-243.92892,1.2,72.85483,0.47146,44.55984,34.9687,4.11423,0.0,0.0,3.8681,0.15686,0.22042,67.40104,0.0,0.65863,0.0,0.0,0.0,0.02309,-244.12727,1.63282,66.58935,51087.12013,56563.85939,1978.5298,54569.5318,15.7978,5680.7745,15000.0,0.89,139.95577,0.0,3873.11226,-7439.47126,-14.56232
6.83333,R1_HEATING_STABILIZATION,0.88989,0.0356,0.07451,44.93345,14.86652,16.4952,13.2312,47761.11209,179726.27636,999.14624,3.26097,808.27671,727.422,1020.99397,970.78213,1617.1042,1062.4107,408.71099,128.73438,3.38647,313.21563,-174.41472,-245.2739,1.2,72.59002,0.35652,44.62424,35.01924,3.77605,0.0,0.0,4.22061,0.15686,0.22043,69.34606,0.0,0.62707,0.0,0.0,0.0,0.01824,-250.47986,1.64427,66.52566,51358.21711,56593.59202,1984.68071,54593.09474,15.81657,5710.98173,15000.0,0.89,141.51294,0.0,3881.59794,-7204.23905,-14.02743
7.0,R1_HEATING_STABILIZATION,0.88965,0.03573,0.07462,44.98722,14.91225,16.53052,13.2719,47826.67611,179941.38543,1001.49424,3.27778,815.23985,734.53175,1024.79213,973.78196,1617.27746,1062.48412,406.58399,128.74174,3.38093,315.33557,-175.45985,-246.60772,1.2,72.32696,0.26674,44.67455,35.05872,3.43788,0.0,0.0,4.641,0.15686,0.22043,71.19277,0.0,0.59184,0.0,0.0,0.0,0.01425,-256.49827,1.65555,66.46377,51627.99686,56623.11657,1990.78572,54616.49535,15.8355,5741.05035,15000.0,0.89,143.06174,0.0,3890.02165,-6970.06992,-13.50056
