t,Regime,Lignite_Coal,Petcoke,Alternative_Fuel,Feed_rate,Kiln_solid_out,Material_acc,Clinker_output,Air_flow,Cooling_air_flow,ID_fan_speed,Fuel_rate,Tg_preheater,Ts_preheater,Tg_calcination,Ts_calcination,Tg_burning,Ts_burning,Tg_Cooling,Ts_Cooling,O2,CO_ppm,P_preheater,P_calcination,P_burning,Damper_position,CaCO3,CaO,CO2,SiO2,Al2O3,Fe2O3,LSF,C3A,C4AF,C2S,C3S,dC2S,dC3S,dC3A,dC4AF,dCaO_calcination,Mass_Balance_Error,kiln_rpm,Residence,Q_in,Q_out,Q_acc,Q_loss,Q_reaction,Q_gas,Q_clinker,Clinker_yield,dTg_burning,dFuel_rate,Normalized_Energy_Index,Global_Energy_Closure,Energy_error
16.5,R2_EARLY_CALCINATION,0.87652,0.04293,0.08055,61.01971,18.01729,19.41908,16.03539,51417.22976,244072.93206,1129.61665,4.11505,937.50084,847.99346,1196.37247,1091.9641,1625.36609,1062.63708,386.19184,128.76072,3.16591,419.77981,-219.34707,-306.87632,1.2,59.89419,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.2206,81.61695,0.0,0.0,0.0,0.0,0.0,0.0,-291.62594,2.08408,64.60883,65078.61685,58144.13908,2405.30853,55717.35161,21.47894,7244.14258,15000.0,0.89,219.02384,0.0,4058.43675,4550.64818,6.99254
16.66667,R2_EARLY_CALCINATION,0.87631,0.04305,0.08065,61.1213,18.07144,19.47253,16.08358,51477.71937,244479.32772,1131.76711,4.1278,937.98178,848.36633,1198.81607,1093.90264,1625.48135,1062.61864,386.1843,128.75889,3.16342,421.34659,-219.89571,-307.69892,1.2,59.71549,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.2206,81.61695,0.0,0.0,0.0,0.0,0.0,0.0,-291.62597,2.08879,64.59266,65284.52161,58167.21067,2412.53759,55733.15839,21.5147,7267.12004,15000.0,0.89,220.16651,0.0,4059.078,4726.28805,7.23952
16.83333,R3_ACTIVE_CALCINATION,0.87609,0.04316,0.08075,69.38546,18.13371,19.53916,16.139,51538.12502,277536.75902,1133.91432,4.1405,938.09686,845.92353,1201.13999,1088.08699,1625.59572,1062.56533,386.17475,128.75473,3.16097,422.90503,-220.4383,-308.51469,1.2,59.53798,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22061,81.61696,0.0,0.0,0.0,0.0,0.0,0.0,-291.626,2.09344,64.57679,65489.49986,58194.11966,2420.85038,55748.8456,24.42368,7289.98998,15000.0,0.89,221.30226,0.0,4057.84061,4898.9535,7.48052
17.0,R3_ACTIVE_CALCINATION,0.87587,0.04328,0.08084,69.502,18.20002,19.60581,16.19802,51598.44684,278002.95069,1136.05828,4.15313,937.49406,843.98405,1203.38024,1087.31887,1625.70927,1062.51171,386.1639,128.74939,3.15854,424.45518,-220.97489,-309.3237,1.2,59.36165,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22061,81.61696,0.0,0.0,0.0,0.0,0.0,0.0,-291.62603,2.09801,64.56123,65693.55647,58218.59145,2429.70241,55764.42434,24.4647,7312.75319,15000.0,0.89,222.43208,0.0,4055.65448,5069.72731,7.71724
17.16667,R3_ACTIVE_CALCINATION,0.87566,0.0434,0.08094,69.61925,18.26629,19.67249,16.257,51658.68493,278471.9444,1138.199,4.16571,936.56267,842.31547,1205.58411,1088.18518,1625.82205,1062.45776,386.15193,128.744,3.15615,425.99706,-221.50554,-310.12598,1.2,59.18649,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22061,81.61696,0.0,0.0,0.0,0.0,0.0,0.0,-291.62605,2.10252,64.54597,65896.69628,58242.9563,2438.55029,55779.90004,24.50597,7335.41033,15000.0,0.89,223.55615,0.0,4053.43474,5239.69566,7.95138
17.33333,R3_ACTIVE_CALCINATION,0.87544,0.04352,0.08104,69.73719,18.33254,19.73919,16.31596,51718.83942,278943.7377,1140.33647,4.17822,935.4927,840.80279,1207.76693,1089.57306,1625.93407,1062.40349,386.13898,128.73859,3.15379,427.53071,-222.03034,-310.92161,1.2,59.0125,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22062,81.61696,0.0,0.0,0.0,0.0,0.0,0.0,-291.62608,2.10696,64.531,66098.92407,58267.2152,2447.39429,55795.27341,24.54749,7357.96186,15000.0,0.89,224.67449,0.0,4051.18155,5408.86207,8.18298
17.5,R3_ACTIVE_CALCINATION,0.87522,0.04364,0.08114,69.85584,18.39876,19.80592,16.3749,51778.91041,279418.32781,1142.47071,4.19068,934.37644,839.38864,1209.93373,1091.12463,1626.04531,1062.3489,386.12515,128.73314,3.15145,429.05618,-222.54934,-311.71064,1.2,58.83966,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22062,81.61697,0.0,0.0,0.0,0.0,0.0,0.0,-291.62611,2.11133,64.51632,66300.24459,58291.3691,2456.23471,55810.54514,24.58925,7380.40825,15000.0,0.89,225.78713,0.0,4048.89511,5577.23005,8.41208
17.66667,R3_ACTIVE_CALCINATION,0.87501,0.04375,0.08124,69.97518,18.46496,19.87267,16.43381,51838.89804,279895.71158,1144.60171,4.20307,933.25827,838.04395,1212.08622,1092.72479,1626.1558,1062.29398,386.11056,128.72766,3.14915,430.57349,-223.0626,-312.49312,1.2,58.66797,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22062,81.61697,0.0,0.0,0.0,0.0,0.0,0.0,-291.62614,2.11564,64.50191,66500.66257,58315.41896,2465.0718,55825.71589,24.63126,7402.74997,15000.0,0.89,226.89412,0.0,4046.57559,5744.80307,8.63872
17.83333,R3_ACTIVE_CALCINATION,0.87479,0.04387,0.08134,70.09522,18.53113,19.93945,16.49271,51898.8024,280375.88549,1146.72949,4.21541,932.15908,836.7536,1214.22502,1094.33632,1626.26554,1062.23874,386.09529,128.72215,3.14688,432.08269,-223.57019,-313.26911,1.2,58.49741,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22063,81.61697,0.0,0.0,0.0,0.0,0.0,0.0,-291.62616,2.11988,64.48778,66700.18268,58339.36573,2473.90585,55840.78636,24.67352,7424.98749,15000.0,0.89,227.99547,0.0,4044.22319,5911.58461,8.86292
18.0,R3_ACTIVE_CALCINATION,0.87458,0.04399,0.08143,70.21596,18.59728,20.00626,16.55158,51958.62362,280858.84564,1148.85405,4.22769,931.0883,835.5093,1216.35044,1095.94712,1626.37453,1062.18317,386.07943,128.71661,3.14463,433.58382,-224.07217,-314.03865,1.2,58.328,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22063,81.61698,0.0,0.0,0.0,0.0,0.0,0.0,-291.62619,2.12407,64.47391,66898.80955,58363.21035,2482.73712,55855.75721,24.71602,7447.12128,15000.0,0.89,229.09123,0.0,4041.83808,6077.5781,9.08473
18.16667,R3_ACTIVE_CALCINATION,0.87437,0.0441,0.08153,70.33739,18.66341,20.07311,16.61044,52018.36182,281344.58777,1150.97539,4.23991,930.04974,834.30618,1218.46264,1097.5532,1626.48277,1062.12727,386.06304,128.71103,3.14242,435.07692,-224.56861,-314.80181,1.2,58.15971,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22063,81.61698,0.0,0.0,0.0,0.0,0.0,0.0,-291.62622,2.12818,64.46031,67096.5478,58386.95374,2491.56588,55870.6291,24.75876,7469.15179,15000.0,0.89,230.1814,0.0,4039.42046,6242.78694,9.30419
18.33333,R3_ACTIVE_CALCINATION,0.87415,0.04422,0.08163,70.45952,18.72953,20.13998,16.66928,52078.0171,281833.10723,1153.09352,4.25207,929.0445,833.14105,1220.56175,1099.15322,1626.59028,1062.07105,386.04618,128.70542,3.14023,436.56203,-225.05955,-315.55864,1.2,57.99253,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22063,81.61698,0.0,0.0,0.0,0.0,0.0,0.0,-291.62625,2.13224,64.44695,67293.40198,58410.59682,2500.39237,55885.4027,24.80175,7491.07949,15000.0,0.89,231.26604,0.0,4036.97052,6407.21454,9.52131
18.5,R3_ACTIVE_CALCINATION,0.87394,0.04434,0.08173,70.58234,18.79563,20.20689,16.72811,52137.58959,282324.39901,1155.20844,4.26417,928.07239,832.01161,1222.64789,1100.74671,1626.69706,1062.0145,386.02889,128.69978,3.13807,438.03919,-225.54508,-316.30919,1.2,57.82647,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22064,81.61699,0.0,0.0,0.0,0.0,0.0,0.0,-291.62627,2.13624,64.43385,67489.37664,58434.1405,2509.21687,55900.07864,24.84498,7512.90485,15000.0,0.89,232.34517,0.0,4034.48845,6570.86425,9.73615
18.66667,R3_ACTIVE_CALCINATION,0.87373,0.04445,0.08182,70.70585,18.86172,20.27383,16.78693,52197.07939,282818.4577,1157.32016,4.27622,927.13258,830.91597,1224.72116,1102.33349,1626.80311,1061.95762,386.01122,128.69411,3.13593,439.50844,-226.02524,-317.05351,1.2,57.66151,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22064,81.61699,0.0,0.0,0.0,0.0,0.0,0.0,-291.6263,2.14017,64.42099,67684.47627,58457.58568,2518.03963,55914.65759,24.88846,7534.62831,15000.0,0.89,233.41881,0.0,4031.97445,6733.73943,9.94872
18.83333,R3_ACTIVE_CALCINATION,0.87351,0.04457,0.08192,70.83005,18.9278,20.3408,16.84574,52256.48663,283315.27749,1159.42868,4.28821,926.224,829.85252,1226.78169,1103.91346,1626.90844,1061.9004,385.9932,128.6884,3.13383,440.96982,-226.50009,-317.79165,1.2,57.49765,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22064,81.61699,0.0,0.0,0.0,0.0,0.0,0.0,-291.62633,2.14405,64.40837,67878.70534,58480.93325,2526.86088,55929.14018,24.93218,7556.25034,15000.0,0.89,234.48699,0.0,4029.42871,6895.84339,10.15907
19.0,R3_ACTIVE_CALCINATION,0.8733,0.04468,0.08202,70.95494,18.99386,20.40781,16.90454,52315.81141,283814.85221,1161.53401,4.30014,925.34544,828.8198,1228.82955,1105.48656,1627.01306,1061.84286,385.97487,128.68266,3.13175,442.42337,-226.9697,-318.52366,1.2,57.33487,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22065,81.61699,0.0,0.0,0.0,0.0,0.0,0.0,-291.62636,2.14787,64.39598,68072.06827,58504.18408,2535.68089,55943.52705,24.97614,7577.77138,15000.0,0.89,235.54975,0.0,4026.85144,7057.17944,10.36722
19.16667,R3_ACTIVE_CALCINATION,0.87309,0.0448,0.08211,71.08052,19.05992,20.47486,16.96333,52375.05386,284317.17527,1163.63616,4.31202,924.49568,827.81642,1230.86487,1107.05274,1627.11696,1061.78499,385.95626,128.67688,3.12969,443.86912,-227.43412,-319.2496,1.2,57.17318,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22065,81.617,0.0,0.0,0.0,0.0,0.0,0.0,-291.62638,2.15163,64.38382,68264.56946,58527.33906,2544.49989,55957.81883,25.02034,7599.1919,15000.0,0.89,236.60711,0.0,4024.24282,7217.75086,10.5732
19.33333,R3_ACTIVE_CALCINATION,0.87288,0.04491,0.08221,71.20678,19.12598,20.54195,17.02212,52434.21408,284822.23969,1165.73512,4.32384,923.67351,826.84109,1232.88772,1108.61194,1627.22016,1061.72678,385.93739,128.67108,3.12766,445.30712,-227.89341,-319.96952,1.2,57.01256,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22065,81.617,0.0,0.0,0.0,0.0,0.0,0.0,-291.62641,2.15534,64.37188,68456.21329,58550.39905,2553.31812,55972.01614,25.06479,7620.51234,15000.0,0.89,237.65911,0.0,4021.60307,7377.5609,10.77705
19.5,R3_ACTIVE_CALCINATION,0.87267,0.04503,0.08231,71.33373,19.19203,20.60908,17.08091,52493.29219,285330.0381,1167.8309,4.3356,922.87775,825.89256,1234.89822,1110.1641,1627.32265,1061.66823,385.91827,128.66523,3.12566,446.73741,-228.34762,-320.68346,1.2,56.85301,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22066,81.617,0.0,0.0,0.0,0.0,0.0,0.0,-291.62644,2.15899,64.36016,68647.00406,58573.3649,2562.13582,55986.11961,25.10947,7641.73316,15000.0,0.89,238.70576,0.0,4018.93238,7536.61282,10.97879
19.66667,R3_ACTIVE_CALCINATION,0.87246,0.04514,0.0824,71.46135,19.25808,20.67625,17.13969,52552.2883,285840.56272,1169.92351,4.34731,922.10724,824.96966,1236.89643,1111.70918,1627.42445,1061.60936,385.89893,128.65936,3.12368,448.16002,-228.79681,-321.39148,1.2,56.69452,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22066,81.61701,0.0,0.0,0.0,0.0,0.0,0.0,-291.62647,2.16259,64.34866,68836.9461,58596.23745,2570.95322,56000.12984,25.1544,7662.85479,15000.0,0.89,239.7471,0.0,4016.23096,7694.90983,11.17846
19.83333,R3_ACTIVE_CALCINATION,0.87225,0.04526,0.0825,71.58966,19.32412,20.74346,17.19847,52611.20254,286353.80536,1172.01295,4.35896,921.36089,824.07124,1238.88247,1113.24712,1627.52555,1061.55014,385.87938,128.65345,3.12173,449.575,-229.24104,-322.09362,1.2,56.53708,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22066,81.61701,0.0,0.0,0.0,0.0,0.0,0.0,-291.6265,2.16613,64.33736,69026.04367,58619.01756,2579.77055,56014.04745,25.19956,7683.87768,15000.0,0.89,240.78315,0.0,4013.49901,7852.45512,11.37608
20.0,R3_ACTIVE_CALCINATION,0.87204,0.04537,0.08259,71.71865,19.39017,20.81071,17.25725,52670.035,286869.75742,1174.09923,4.37056,920.63761,823.1962,1240.85641,1114.77786,1627.62597,1061.4906,385.85963,128.64751,3.1198,450.98238,-229.68036,-322.78993,1.2,56.38069,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22066,81.61701,0.0,0.0,0.0,0.0,0.0,0.0,-291.62652,2.16962,64.32627,69214.301,58641.70605,2588.58805,56027.87304,25.24496,7704.80229,15000.0,0.89,241.81394,0.0,4010.73673,8009.25187,11.57167
20.16667,R3_ACTIVE_CALCINATION,0.87183,0.04548,0.08269,71.84831,19.45622,20.87801,17.31604,52728.78581,287388.40991,1176.18235,4.3821,919.93638,822.3435,1242.81833,1116.30135,1627.72571,1061.43071,385.83969,128.64154,3.11789,452.3822,-230.11483,-323.48047,1.2,56.22534,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22067,81.61702,0.0,0.0,0.0,0.0,0.0,0.0,-291.62655,2.17306,64.31537,69401.72231,58664.30374,2597.40592,56041.60721,25.2906,7725.62904,15000.0,0.89,242.83951,0.0,4007.94433,8165.30325,11.76527
20.33333,R3_ACTIVE_CALCINATION,0.87162,0.0456,0.08278,71.97864,19.52228,20.94535,17.37483,52787.45508,287909.75341,1178.26232,4.39358,919.25621,821.51211,1244.76831,1117.81752,1627.82477,1061.37049,385.81958,128.63553,3.11601,453.7745,-230.54449,-324.16527,1.2,56.07101,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22067,81.61702,0.0,0.0,0.0,0.0,0.0,0.0,-291.62658,2.17645,64.30468,69588.31177,58686.81145,2606.22441,56055.25056,25.33648,7746.35839,15000.0,0.89,243.85987,0.0,4005.12202,8320.61239,11.95691
20.5,R3_ACTIVE_CALCINATION,0.87141,0.04571,0.08288,72.10964,19.58834,21.01274,17.43362,52846.04292,288433.77808,1180.33913,4.40502,918.59616,820.70108,1246.70644,1119.32632,1627.92315,1061.30993,385.7993,128.62948,3.11415,455.15931,-230.96941,-324.8444,1.2,55.91772,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22067,81.61702,0.0,0.0,0.0,0.0,0.0,0.0,-291.62661,2.17979,64.29418,69774.07352,58709.22998,2615.04372,56068.80367,25.38259,7766.99076,15000.0,0.89,244.87505,0.0,4002.27001,8475.18242,12.14661
20.66667,R3_ACTIVE_CALCINATION,0.8712,0.04582,0.08297,72.24131,19.65441,21.08017,17.49243,52904.54944,288960.47368,1182.41281,4.41639,917.9553,819.90945,1248.6328,1120.82769,1628.02087,1061.24903,385.77886,128.62341,3.11232,456.53669,-231.38964,-325.51788,1.2,55.76544,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22068,81.61702,0.0,0.0,0.0,0.0,0.0,0.0,-291.62663,2.18307,64.28386,69959.01169,58731.56014,2623.86406,56082.26713,25.42894,7787.52659,15000.0,0.89,245.88508,0.0,3999.3885,8629.01643,12.33439
20.83333,R3_ACTIVE_CALCINATION,0.87099,0.04594,0.08307,72.37365,19.72049,21.14766,17.55124,52962.97476,289489.82953,1184.48334,4.42772,917.33276,819.13635,1250.54744,1122.32156,1628.11792,1061.18779,385.75826,128.6173,3.11051,457.90665,-231.80522,-326.18578,1.2,55.61418,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22068,81.61703,0.0,0.0,0.0,0.0,0.0,0.0,-291.62666,2.18631,64.27373,70143.13037,58753.80271,2632.68567,56095.64152,25.47552,7807.96633,15000.0,0.89,246.88999,0.0,3996.4777,8782.11752,12.52028
21.0,R3_ACTIVE_CALCINATION,0.87079,0.04605,0.08316,72.50665,19.78658,21.21519,17.61006,53021.31899,290021.83454,1186.55074,4.43899,916.72769,818.38089,1252.45046,1123.80788,1628.21432,1061.12622,385.7375,128.61115,3.10872,459.26925,-232.2162,-326.84814,1.2,55.46392,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22068,81.61703,0.0,0.0,0.0,0.0,0.0,0.0,-291.62669,2.1895,64.26378,70326.43362,58775.95849,2641.50873,56108.92742,25.52234,7828.3104,15000.0,0.89,247.8898,0.0,3993.53783,8934.48873,12.70431
21.16667,R3_ACTIVE_CALCINATION,0.87058,0.04616,0.08326,72.6403,19.85269,21.28277,17.66889,53079.58225,290556.47719,1188.615,4.4502,916.13927,817.64226,1254.34191,1125.2866,1628.31006,1061.0643,385.71661,128.60497,3.10695,460.62452,-232.62265,-327.50499,1.2,55.31466,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22069,81.61703,0.0,0.0,0.0,0.0,0.0,0.0,-291.62672,2.19264,64.254,70508.92547,58798.02825,2650.33347,56122.12539,25.56939,7848.55922,15000.0,0.89,248.88454,0.0,3990.56909,9086.13313,12.8865
21.33333,R3_ACTIVE_CALCINATION,0.87037,0.04627,0.08335,72.77462,19.9188,21.35041,17.72773,53137.76464,291093.74555,1190.67615,4.46137,915.56674,816.91965,1256.22186,1126.75764,1628.40514,1061.00204,385.69556,128.59876,3.1052,461.9725,-233.02461,-328.1564,1.2,55.16639,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22069,81.61704,0.0,0.0,0.0,0.0,0.0,0.0,-291.62674,2.19574,64.2444,70690.60992,58820.01276,2659.16009,56135.23601,25.61667,7868.71324,15000.0,0.89,249.87423,0.0,3987.57169,9237.05374,13.06688
21.5,R3_ACTIVE_CALCINATION,0.87017,0.04639,0.08345,72.90958,19.98493,21.41809,17.78659,53195.86627,291633.62725,1192.73417,4.47247,915.00933,816.21231,1258.09038,1128.22095,1628.49959,1060.93945,385.67438,128.59252,3.10348,463.31321,-233.42212,-328.8024,1.2,55.0191,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22069,81.61704,0.0,0.0,0.0,0.0,0.0,0.0,-291.62677,2.19879,64.23497,70871.49095,58841.91277,2667.98878,56148.25982,25.66417,7888.77288,15000.0,0.89,250.85891,0.0,3984.54586,9387.25358,13.24546
21.66667,R3_ACTIVE_CALCINATION,0.86996,0.0465,0.08354,73.0452,20.05108,21.48583,17.84546,53253.88727,292176.10949,1194.78908,4.48353,914.46633,815.51949,1259.94753,1129.67647,1628.59339,1060.87651,385.65306,128.58624,3.10178,464.64671,-233.81524,-329.44304,1.2,54.8728,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.22069,81.61704,0.0,0.0,0.0,0.0,0.0,0.0,-291.6268,2.20179,64.22571,71051.57252,58863.72906,2676.81975,56161.1974,25.71191,7908.73857,15000.0,0.89,251.83859,0.0,3981.4918,9536.73563,13.42227
21.83333,R3_ACTIVE_CALCINATION,0.86976,0.04661,0.08364,73.18147,20.11725,21.55363,17.90435,53311.82773,292721.17904,1196.84087,4.49454,913.93705,814.84048,1261.79337,1131.12414,1628.68655,1060.81322,385.63161,128.57992,3.10009,465.97303,-234.20402,-330.07837,1.2,54.72746,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.2207,81.61705,0.0,0.0,0.0,0.0,0.0,0.0,-291.62683,2.20475,64.21661,71230.85855,58885.46236,2685.65319,56174.04929,25.75988,7928.61072,15000.0,0.89,252.8133,0.0,3978.40972,9685.50287,13.59734
22.0,R3_ACTIVE_CALCINATION,0.86955,0.04672,0.08373,73.31837,20.18344,21.62148,17.96326,53369.68778,293268.82224,1198.88956,4.50549,913.42082,814.17462,1263.62796,1132.56391,1628.77908,1060.7496,385.61002,128.57357,3.09843,467.29221,-234.5885,-330.70842,1.2,54.5831,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15687,0.2207,81.61705,0.0,0.0,0.0,0.0,0.0,0.0,-291.62685,2.20766,64.20766,71409.35294,58907.11342,2694.48931,56186.81604,25.80807,7948.38977,15000.0,0.89,253.78307,0.0,3975.29985,9833.55827,13.77069
22.16667,R3_ACTIVE_CALCINATION,0.86935,0.04683,0.08382,73.45592,20.24965,21.68939,18.02219,53427.46753,293819.02501,1200.93515,4.51639,912.917,813.52125,1265.45136,1133.99571,1628.87098,1060.68563,385.5883,128.56719,3.09679,468.60427,-234.96874,-331.33324,1.2,54.43969,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.2207,81.61705,0.0,0.0,0.0,0.0,0.0,0.0,-291.62688,2.21053,64.19888,71587.05955,58928.68297,2703.32828,56199.4982,25.85648,7968.07613,15000.0,0.89,254.74791,0.0,3972.16239,9980.90478,13.94233
22.33333,R3_ACTIVE_CALCINATION,0.86914,0.04694,0.08392,73.5941,20.31588,21.75735,18.08114,53485.16708,294371.7728,1202.97764,4.52724,912.42498,812.87975,1267.26363,1135.41949,1628.96226,1060.62133,385.56645,128.56077,3.09517,469.90926,-235.34477,-331.95288,1.2,54.29723,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22071,81.61705,0.0,0.0,0.0,0.0,0.0,0.0,-291.62691,2.21336,64.19025,71763.98223,58950.17174,2712.17031,56212.09631,25.90512,7987.67022,15000.0,0.89,255.70787,0.0,3968.99756,10127.5453,14.1123
22.5,R3_ACTIVE_CALCINATION,0.86894,0.04705,0.08401,73.73292,20.38214,21.82537,18.1401,53542.78654,294927.05068,1205.01703,4.53803,911.94419,812.24952,1269.06481,1136.8352,1629.05292,1060.55667,385.54447,128.55432,3.09357,471.20722,-235.71665,-332.56737,1.2,54.15572,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22071,81.61706,0.0,0.0,0.0,0.0,0.0,0.0,-291.62694,2.21614,64.18177,71940.12481,58971.58045,2721.01557,56224.61089,25.95399,8007.17245,15000.0,0.89,256.66296,0.0,3965.80557,10273.48277,14.2806
22.66667,R3_ACTIVE_CALCINATION,0.86873,0.04716,0.0841,73.87236,20.44842,21.89345,18.1991,53600.32604,295484.84323,1207.05334,4.54878,911.47404,811.62998,1270.85496,1138.24278,1629.14296,1060.49168,385.52236,128.54783,3.09199,472.49818,-236.08441,-333.17677,1.2,54.01515,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22071,81.61706,0.0,0.0,0.0,0.0,0.0,0.0,-291.62696,2.21889,64.17343,72115.49108,58992.90982,2729.86426,56237.04249,26.00307,8026.58325,15000.0,0.89,257.6132,0.0,3962.58665,10418.72008,14.44727
22.83333,R3_ACTIVE_CALCINATION,0.86853,0.04727,0.0842,74.01243,20.51473,21.96159,18.25811,53657.78568,296045.13463,1209.08657,4.55947,911.014,811.02058,1272.63414,1139.64217,1629.23239,1060.42634,385.50013,128.54131,3.09043,473.78218,-236.44812,-333.78111,1.2,53.87552,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22072,81.61706,0.0,0.0,0.0,0.0,0.0,0.0,-291.62699,2.22159,64.16524,72290.08481,59014.16055,2738.71654,56249.39163,26.05238,8045.90303,15000.0,0.89,258.55863,0.0,3959.34101,10563.2601,14.61232
23.0,R3_ACTIVE_CALCINATION,0.86833,0.04738,0.08429,74.15312,20.58107,22.0298,18.31715,53715.16556,296607.90861,1211.11672,4.57012,910.56356,810.4208,1274.40238,1141.03333,1629.32121,1060.36065,385.47776,128.53476,3.08888,475.05925,-236.8078,-334.38043,1.2,53.73681,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22072,81.61707,0.0,0.0,0.0,0.0,0.0,0.0,-291.62702,2.22425,64.15719,72463.90975,59035.33334,2747.57261,56261.65883,26.1019,8065.13219,15000.0,0.89,259.49925,0.0,3956.06886,10707.10569,14.77578
23.16667,R3_ACTIVE_CALCINATION,0.86813,0.04749,0.08438,74.29443,20.64744,22.09806,18.37622,53772.46581,297173.14846,1213.14379,4.58071,910.12221,809.83013,1276.15974,1142.41619,1629.40943,1060.29462,385.45528,128.52817,3.08736,476.32942,-237.16351,-334.97478,1.2,53.59902,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22072,81.61707,0.0,0.0,0.0,0.0,0.0,0.0,-291.62705,2.22688,64.14928,72636.96961,59056.42889,2756.43264,56273.84461,26.15164,8084.27115,15000.0,0.89,260.43511,0.0,3952.77043,10850.25972,14.93765
23.33333,R3_ACTIVE_CALCINATION,0.86793,0.0476,0.08448,74.43635,20.71383,22.16639,18.43531,53829.68653,297740.83704,1215.1678,4.59125,909.68948,809.24808,1277.90626,1143.79072,1629.49704,1060.22825,385.43266,128.52155,3.08586,477.59274,-237.5153,-335.5642,1.2,53.46215,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22072,81.61707,0.0,0.0,0.0,0.0,0.0,0.0,-291.62707,2.22946,64.14151,72809.26811,59077.44789,2765.2968,56285.94949,26.20159,8103.32032,15000.0,0.89,261.36622,0.0,3949.44594,10992.72501,15.09797
23.5,R3_ACTIVE_CALCINATION,0.86772,0.04771,0.08457,74.57887,20.78026,22.23478,18.49444,53886.82783,298310.95677,1217.18874,4.60175,909.26491,808.67419,1279.64198,1145.15686,1629.58406,1060.16153,385.40992,128.51489,3.08437,478.84924,-237.86319,-336.14873,1.2,53.32619,0.0,44.824,35.176,0.0,0.0,0.0,44824000439.69999,0.15688,0.22073,81.61708,0.0,0.0,0.0,0.0,0.0,0.0,-291.6271,2.23201,64.13387,72980.80891,59098.39101,2774.16527,56297.97398,26.25176,8122.28011,15000.0,0.89,262.29261,0.0,3946.09559,11134.50439,15.25676
