t,Lignite_Coal,Petcoke,Alternative_Fuel,Feed_rate,Fuel_rate,Kiln_solid_out,Clinker_output,Air_flow,Cooling_air_flow,ID_fan_speed,Damper_position,kiln_rpm,Material_acc,Residence,Tg_preheater,Ts_preheater,Tg_calcination,Ts_calcination,Tg_burning,Ts_burning,Tg_Cooling,Ts_Cooling,O2,CO_ppm,P_preheater,P_calcination,P_burning,Q_in,Q_out,Q_acc,Q_loss,Q_reaction,Q_gas,Q_clinker,Clinker_yield,dTg_burning,Energy_Error,dCaO_calcination,LSF,dC3A,dC4AF,dC2S,dC3S,Mass_Balance_Error,Tw_burning,CaCO3,CaO,CO2,SiO2,Al2O3,Fe2O3,C2S,C3S,C3A,C4AF,Feed_rate_kgs,Fuel_rate_kgs,Air_flow_kgs,Cooling_air_flow_kgs
0.0,0.9,0.03,0.07,71.0,4.0,12.5,11.13,45100.0,80000.0,900.0,33.0,1.0,15.0,69.0,680.0,300.0,1050.0,850.0,1450.0,1420.0,1550.0,1450.0,6.0,900.0,-120.0,0.0,0.0,35575.0,24285.0,1669.0,22600.0,15.175,3524.0,15000.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,80.0,0.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16667,0.9,0.03,0.07,71.00367,4.00641,13.79664,8.90106,45062.46095,80003.21256,902.24847,84.68893,1.0209,23.68002,68.87964,687.46676,304.08096,1012.5824,431.194,1449.93104,1420.06883,1549.81742,1450.16785,6.0,391.25,-120.0,-181.68866,0.0,35575.0,37032.30079,1669.0,35283.77668,79.52412,6279.75131,15000.0,0.65,-0.45378,4.09642,97.13843,0.0,0.0,0.0,0.0,0.0,0.0,1200.05465,49.12111,4.85692,12.01981,9.10619,3.99768,2.99943,21.49129,1e-05,0.01,0.00173,0.0,0.0,0.0,0.0
0.33333,0.89974,0.03015,0.07012,71.00735,4.01351,17.49671,11.2882,45131.7705,80006.77805,904.74317,84.34549,1.04148,31.91122,68.60331,653.23482,307.77057,961.05959,410.27014,1449.86201,1420.13672,1549.63531,1450.33509,6.0,176.62109,-120.0,-183.55015,0.0,35575.0,37025.58587,1669.0,35277.05764,79.52823,6290.56805,15000.0,0.65,-0.46174,4.07754,59.65514,0.0,0.0,0.0,5.3847,0.0106,0.0,1200.10928,30.1665,0.0,18.50441,4.3079,3.99767,2.99943,48.03976,0.05232,0.01002,0.00173,0.0,0.0,0.0,0.0
0.5,0.89948,0.03029,0.07023,71.01102,4.02057,22.50717,14.52076,45200.98386,80010.33929,907.2341,84.00432,1.06176,39.44697,68.34158,620.13201,311.07426,912.67923,402.79711,1449.79384,1420.20651,1549.45365,1450.50172,6.0,86.07452,-120.0,-185.3962,0.0,35575.0,37018.95553,1669.0,35270.42318,79.53235,6301.33469,15000.0,0.65,-0.45208,4.05891,36.63571,0.0,0.0,0.0,0.0,0.0,0.0,1200.16387,18.526,1.83179,22.0424,2.30795,3.99767,2.99943,57.64784,0.07125,0.01003,0.00173,0.0,0.0,0.0,0.0
0.66667,0.89922,0.03044,0.07035,71.0147,4.0276,28.08684,18.12055,45270.10115,80013.89629,909.72125,83.66542,1.08173,46.16813,68.09335,589.44827,314.01941,868.07638,400.80419,1449.72571,1420.27573,1549.27245,1450.66775,6.0,47.87519,-120.0,-187.22693,0.0,35575.0,37012.33099,1669.0,35263.79453,79.53646,6312.04791,15000.0,0.65,-0.45455,4.04028,22.49891,0.0,0.0,0.0,2.03084,0.00399,0.0,1200.21843,11.37728,0.0,24.14304,0.31361,3.99767,2.99943,68.18927,0.092,0.01003,0.00174,0.0,0.0,0.0,0.0
0.83333,0.89895,0.03058,0.07047,71.01837,4.03459,33.74771,21.77272,45339.12251,80017.44906,912.20464,83.32878,1.10141,52.04047,67.85762,561.31279,316.63616,827.25083,400.27175,1449.65927,1420.34935,1549.09171,1450.83318,6.0,31.75985,-120.0,-189.04246,0.0,35575.0,37005.87081,1669.0,35257.33023,79.54058,6322.71521,15000.0,0.65,-0.45037,4.02212,13.81714,0.0,0.0,0.0,0.0,0.0,0.0,1200.27297,6.98707,0.69086,23.19039,0.0,3.997,2.99928,65.23414,9.01513,0.01261,0.00218,0.0,0.0,0.0,0.0
1.0,0.89869,0.03073,0.07058,71.02205,4.04156,39.18209,25.27877,45408.04808,80020.9976,914.68427,82.99437,1.12079,57.08426,67.63351,535.59945,318.95365,789.95806,400.1093,1449.59336,1420.42388,1548.91143,1450.998,6.0,24.96118,-120.0,-190.84293,0.0,35575.0,36999.4638,1669.0,35250.91911,79.54469,6333.3318,15000.0,0.65,-0.43639,4.00411,8.48545,0.0,0.00059,0.0001,0.0,2.02987,0.0,1200.32747,4.29094,0.0,21.45788,0.0,3.99619,2.9991,60.46692,20.17372,0.01584,0.00274,0.0,0.0,0.0,0.0
1.16667,0.89843,0.03087,0.0707,71.02572,4.04848,44.20906,28.52197,45476.87798,80024.54192,917.16014,82.66218,1.13988,61.35273,67.42019,512.12115,320.99887,755.91166,400.05134,1449.5265,1420.49476,1548.7316,1451.16223,6.0,22.093,-120.0,-192.62845,0.0,35575.0,36992.96418,1669.0,35244.41537,79.5488,6343.89129,15000.0,0.65,-0.44865,3.98584,5.21113,0.0,0.0,0.0,0.0,0.0,0.0,1200.38194,2.63517,0.26056,20.90019,0.0,3.99575,2.99902,57.78983,25.18894,0.01728,0.00299,0.0,0.0,0.0,0.0
1.33333,0.89817,0.03101,0.07081,71.02939,4.05538,48.73528,31.44211,45545.61235,80028.08203,919.63227,82.3322,1.15869,64.91712,67.21693,490.68949,322.79653,724.83461,400.02743,1449.45988,1420.56566,1548.55223,1451.32585,6.0,20.88298,-120.0,-194.39916,0.0,35575.0,36986.48913,1669.0,35237.93621,79.55292,6354.39926,15000.0,0.65,-0.44286,3.96764,3.20028,0.0,0.00022,4e-05,0.0,0.76557,0.0,1200.43638,1.61832,0.0,20.21058,0.0,3.99543,2.99895,55.88075,29.5447,0.01853,0.00321,0.0,0.0,0.0,0.0
1.5,0.89792,0.03116,0.07093,71.03306,4.06224,52.72651,34.0171,45614.25132,80031.61792,922.10065,82.00441,1.17722,67.8565,67.02306,471.12792,324.36918,696.46979,400.01626,1449.39297,1420.63498,1548.37331,1451.48887,6.0,20.37251,-120.0,-196.15517,0.0,35575.0,36979.98735,1669.0,35231.43032,79.55703,6364.85364,15000.0,0.65,-0.44696,3.94937,1.96537,0.0,0.0,0.0,0.0,0.0,0.0,1200.4908,0.99385,0.09827,19.95955,0.0,3.99525,2.99891,54.74617,31.60177,0.01912,0.00331,0.0,0.0,0.0,0.0
1.66667,0.89766,0.0313,0.07104,71.03674,4.06907,56.18706,36.24972,45682.79503,80035.1496,924.5653,81.6788,1.19547,70.25102,66.83795,453.27391,325.7374,670.5812,400.01048,1449.32623,1420.70411,1548.19484,1451.6513,6.0,20.15715,-120.0,-197.89662,0.0,35575.0,36973.503,1669.0,35224.94185,79.56115,6375.25668,15000.0,0.65,-0.44425,3.93114,1.20699,0.0,8e-05,1e-05,0.0,0.28874,0.0,1200.54518,0.61035,0.0,19.68867,0.0,3.99512,2.99889,53.99306,33.28844,0.01961,0.00339,0.0,0.0,0.0,0.0
1.83333,0.8974,0.03144,0.07116,71.04041,4.07587,59.1452,38.15819,45751.2436,80038.67709,927.02621,81.35536,1.21345,72.17766,66.66106,436.9787,326.91996,646.95296,400.00722,1449.25946,1420.77245,1548.01683,1451.81314,6.0,20.0663,-120.0,-199.6236,0.0,35575.0,36967.0167,1669.0,35218.45145,79.56526,6385.60775,15000.0,0.65,-0.44528,3.91291,0.74124,0.0,0.0,0.0,0.0,0.0,0.0,1200.59953,0.37483,0.03706,19.58228,0.0,3.99505,2.99887,53.52918,34.11195,0.01984,0.00343,0.0,0.0,0.0,0.0
2.0,0.89714,0.03159,0.07127,71.04408,4.08264,61.64283,39.76957,45819.59717,80042.20037,929.4834,81.03406,1.23116,73.70769,66.49185,422.1063,327.93394,625.38787,400.00525,1449.19284,1420.84051,1547.83927,1451.97438,6.0,20.02797,-120.0,-201.33626,0.0,35575.0,36960.54509,1669.0,35211.97572,79.56937,6395.90787,15000.0,0.65,-0.44374,3.89472,0.45521,0.0,3e-05,1e-05,0.0,0.1089,0.0,1200.65386,0.23019,0.0,19.47712,0.0,3.995,2.99886,53.23592,34.7603,0.02003,0.00346,0.0,0.0,0.0,0.0
2.16667,0.89689,0.03173,0.07139,71.04775,4.08937,63.72844,41.11512,45887.85587,80045.71947,931.93687,80.7149,1.2486,74.90538,66.32986,408.53254,328.79493,605.70584,400.00398,1449.12628,1420.90808,1547.66215,1452.13502,6.0,20.0118,-120.0,-203.03471,0.0,35575.0,36954.08083,1669.0,35205.50734,79.57348,6406.15695,15000.0,0.65,-0.44361,3.87654,0.27956,0.0,0.0,0.0,0.0,0.0,0.0,1200.70815,0.14137,0.01398,19.43381,0.0,3.99497,2.99886,53.05119,35.08385,0.02012,0.00348,0.0,0.0,0.0,0.0
2.33333,0.89663,0.03187,0.0715,71.05142,4.09607,65.45235,42.22732,45956.01984,80049.23438,934.38663,80.39786,1.26579,75.82751,66.17466,396.14406,329.51714,587.74248,400.00313,1449.05985,1420.97534,1547.48549,1452.29507,6.0,20.00498,-120.0,-204.71906,0.0,35575.0,36947.63016,1669.0,35199.05256,79.57759,6416.35552,15000.0,0.65,-0.44252,3.85841,0.17168,0.0,1e-05,0.0,0.0,0.04107,0.0,1200.76241,0.08682,0.0,19.39335,0.0,3.99495,2.99885,52.93814,35.33161,0.02019,0.00349,0.0,0.0,0.0,0.0
2.5,0.89637,0.03201,0.07161,71.05509,4.10274,66.86363,43.13783,46024.0892,80052.7451,936.83267,80.08292,1.28272,76.5234,66.02583,384.83738,330.11349,571.34775,400.00254,1448.99353,1421.04222,1547.30927,1452.45454,6.0,20.0021,-120.0,-206.38943,0.0,35575.0,36941.19029,1669.0,35192.60858,79.58171,6426.50372,15000.0,0.65,-0.44196,3.84031,0.10544,0.0,0.0,0.0,0.0,0.0,0.0,1200.81665,0.05332,0.00527,19.37619,0.0,3.99494,2.99885,52.86593,35.45701,0.02022,0.0035,0.0,0.0,0.0,0.0
2.66667,0.89612,0.03215,0.07173,71.05877,4.10938,68.00824,43.87629,46092.06408,80056.25165,939.27502,79.77008,1.29939,77.03531,65.88302,374.51805,330.5958,556.38467,400.00211,1448.92733,1421.10879,1547.13351,1452.61341,6.0,20.00089,-120.0,-208.04594,0.0,35575.0,36934.76356,1669.0,35186.17774,79.58582,6436.60188,15000.0,0.65,-0.44103,3.82224,0.06475,0.0,0.0,0.0,0.0,0.01549,0.0,1200.87085,0.03274,0.0,19.36072,0.0,3.99493,2.99885,52.82267,35.55128,0.02025,0.0035,0.0,0.0,0.0,0.0
2.83333,0.89586,0.03229,0.07184,71.06244,4.11598,68.928,44.46967,46159.94462,80059.75403,941.71366,79.45932,1.31582,77.399,65.74588,365.09984,330.9748,542.72824,400.00179,1448.86125,1421.17501,1546.95818,1452.7717,6.0,20.00037,-120.0,-209.6887,0.0,35575.0,36928.34888,1669.0,35179.75895,79.58993,6446.6502,15000.0,0.65,-0.44031,3.80421,0.03976,0.0,0.0,0.0,0.0,0.0,0.0,1200.92502,0.02011,0.00199,19.35404,0.0,3.99493,2.99885,52.7948,35.59941,0.02026,0.0035,0.0,0.0,0.0,0.0
3.0,0.89561,0.03244,0.07196,71.06611,4.12256,69.66009,44.94199,46227.73094,80063.25224,944.14861,79.15062,1.332,77.64442,65.6141,356.50408,331.26028,530.26436,400.00154,1448.79529,1421.24093,1546.7833,1452.9294,6.0,20.00016,-120.0,-211.31783,0.0,35575.0,36921.94711,1669.0,35173.35307,79.59404,6456.64897,15000.0,0.65,-0.43945,3.78622,0.02442,0.0,0.0,0.0,0.0,0.00584,0.0,1200.97917,0.01235,0.0,19.34816,0.0,3.99493,2.99885,52.77833,35.63517,0.02027,0.00351,0.0,0.0,0.0,0.0
3.16667,0.89536,0.03258,0.07207,71.06978,4.1291,70.23705,45.31423,46295.42319,80066.74629,946.57988,78.84397,1.34794,77.79644,65.48738,348.65895,331.46116,518.8889,400.00135,1448.72944,1421.30652,1546.60887,1453.08651,6.0,20.00007,-120.0,-212.93344,0.0,35575.0,36915.55782,1669.0,35166.95967,79.59815,6466.59842,15000.0,0.65,-0.43868,3.76826,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1201.03328,0.00758,0.00075,19.34559,0.0,3.99492,2.99885,52.76767,35.65353,0.02028,0.00351,0.0,0.0,0.0,0.0
3.33333,0.8951,0.03272,0.07218,71.07345,4.13562,70.68691,45.60446,46363.02148,80070.23618,949.00746,78.53936,1.36365,77.87546,65.36544,341.4989,331.58556,508.5068,400.0012,1448.66373,1421.3718,1546.43488,1453.24304,6.0,20.00003,-120.0,-214.53564,0.0,35575.0,36909.18129,1669.0,35160.57904,79.60226,6476.4988,15000.0,0.65,-0.43785,3.75033,0.00921,0.0,0.0,0.0,0.0,0.0022,0.0,1201.08737,0.00466,0.0,19.34336,0.0,3.99492,2.99885,52.76142,35.66706,0.02028,0.00351,0.0,0.0,0.0,0.0
3.5,0.89485,0.03286,0.07229,71.07712,4.1421,71.0335,45.82807,46430.52595,80073.72192,951.43137,78.23678,1.37911,77.89812,65.24804,334.9641,331.64089,499.03133,400.00108,1448.59813,1421.43676,1546.26133,1453.39899,6.0,20.00001,-120.0,-216.12455,0.0,35575.0,36902.81736,1669.0,35154.21099,79.60637,6486.35033,15000.0,0.65,-0.43705,3.73245,0.00565,0.0,0.0,0.0,0.0,0.0,0.0,1201.14142,0.00286,0.00028,19.34238,0.0,3.99492,2.99885,52.75737,35.67403,0.02028,0.00351,0.0,0.0,0.0,0.0
3.66667,0.8946,0.033,0.07241,71.08078,4.14855,71.29691,45.998,46497.93673,80077.20351,953.85161,77.9362,1.39435,77.87786,65.13494,328.99996,331.63389,490.38331,400.00098,1448.53265,1421.50141,1546.08823,1453.55435,6.0,20.0,-120.0,-217.70027,0.0,35575.0,36896.46609,1669.0,35147.85561,79.61048,6496.15327,15000.0,0.65,-0.43623,3.71459,0.00347,0.0,0.0,0.0,0.0,0.00083,0.0,1201.19545,0.00176,0.0,19.34154,0.0,3.99492,2.99885,52.75501,35.67914,0.02029,0.00351,0.0,0.0,0.0,0.0
3.83333,0.89434,0.03314,0.07252,71.08445,4.15497,71.49385,46.12506,46565.25394,80080.68096,956.26819,77.63762,1.40936,77.82546,65.02591,323.55665,331.5707,482.49049,400.0009,1448.4673,1421.56575,1545.91556,1453.70914,6.0,20.0,-120.0,-219.26291,0.0,35575.0,36890.1274,1669.0,35141.51282,79.61459,6505.90784,15000.0,0.65,-0.43543,3.69677,0.00213,0.0,0.0,0.0,0.0,0.0,0.0,1201.24944,0.00108,0.00011,19.34117,0.0,3.99492,2.99885,52.75347,35.68178,0.02029,0.00351,0.0,0.0,0.0,0.0
4.0,0.89409,0.03328,0.07263,71.08812,4.16136,71.63814,46.21815,46632.47773,80084.15427,958.6811,77.34103,1.42415,77.74947,64.92077,318.58868,331.45689,475.28692,400.00083,1448.40206,1421.62978,1545.74333,1453.86334,6.0,20.0,-120.0,-220.81259,0.0,35575.0,36883.8013,1669.0,35135.1826,79.6187,6515.6143,15000.0,0.65,-0.43463,3.67899,0.00131,0.0,0.0,0.0,0.0,0.00031,0.0,1201.30341,0.00066,0.0,19.34085,0.0,3.99492,2.99885,52.75258,35.68371,0.02029,0.00351,0.0,0.0,0.0,0.0
4.16667,0.89384,0.03341,0.07274,71.09179,4.16772,71.74108,46.28457,46699.60822,80087.62345,961.09037,77.0464,1.43871,77.65664,64.8193,314.05454,331.29758,468.71241,400.00077,1448.33695,1421.69351,1545.57154,1454.01697,6.0,20.0,-120.0,-222.34941,0.0,35575.0,36877.48771,1669.0,35128.86491,79.6228,6525.27286,15000.0,0.65,-0.43383,3.66124,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,1201.35734,0.00041,4e-05,19.34071,0.0,3.99492,2.99885,52.75199,35.6847,0.02029,0.00351,0.0,0.0,0.0,0.0
4.33333,0.89359,0.03355,0.07286,71.09546,4.17405,71.81186,46.33023,46766.64553,80091.0885,963.49598,76.75374,1.45306,77.55222,64.72134,309.91635,331.09737,462.71203,400.00072,1448.27196,1421.75692,1545.40019,1454.17003,6.0,20.0,-120.0,-223.87347,0.0,35575.0,36871.18663,1669.0,35122.55972,79.62691,6534.88376,15000.0,0.65,-0.43303,3.64353,0.00049,0.0,0.0,0.0,0.0,0.00012,0.0,1201.41125,0.00025,0.0,19.34059,0.0,3.99492,2.99885,52.75166,35.68543,0.02029,0.00351,0.0,0.0,0.0,0.0
4.5,0.89334,0.03369,0.07297,71.09913,4.18035,71.85789,46.35993,46833.5898,80094.54943,965.89796,76.46302,1.4672,77.44028,64.62671,306.13954,330.86051,457.23564,400.00068,1448.20708,1421.82003,1545.22927,1454.32251,6.0,20.0,-120.0,-225.38488,0.0,35575.0,36864.898,1669.0,35116.26698,79.63102,6544.44724,15000.0,0.65,-0.43223,3.62586,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1201.46513,0.00016,2e-05,19.34054,0.0,3.99492,2.99885,52.75144,35.68581,0.02029,0.00351,0.0,0.0,0.0,0.0
4.66667,0.89309,0.03383,0.07308,71.10279,4.18661,71.88507,46.37746,46900.44116,80098.00624,968.29629,76.17423,1.48112,77.32394,64.53526,302.69254,330.59081,452.23748,400.00065,1448.14233,1421.88284,1545.05879,1454.47441,6.0,20.0,-120.0,-226.88376,0.0,35575.0,36858.6218,1669.0,35109.98667,79.63513,6553.96352,15000.0,0.65,-0.43143,3.60821,0.00019,0.0,0.0,0.0,0.0,4e-05,0.0,1201.51898,0.0001,0.0,19.34049,0.0,3.99492,2.99885,52.75131,35.68608,0.02029,0.00351,0.0,0.0,0.0,0.0
4.83333,0.89284,0.03397,0.07319,71.10646,4.19285,71.89809,46.38587,46967.19973,80101.45894,970.691,75.88736,1.49483,77.20552,64.44684,299.54655,330.29178,447.67579,400.00062,1448.07769,1421.94534,1544.88874,1454.62574,6.0,20.0,-120.0,-228.37019,0.0,35575.0,36852.35797,1669.0,35103.71873,79.63924,6563.43284,15000.0,0.65,-0.43064,3.59061,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,1201.5728,6e-05,1e-05,19.34047,0.0,3.99492,2.99885,52.75123,35.68622,0.02029,0.00351,0.0,0.0,0.0,0.0
5.0,0.89259,0.0341,0.0733,71.11013,4.19906,71.90066,46.38752,47033.86564,80104.90753,973.08208,75.60239,1.50834,77.08679,64.36131,296.6753,329.96659,443.51246,400.00059,1448.01317,1422.00754,1544.71913,1454.7765,6.0,20.0,-120.0,-229.84429,0.0,35575.0,36846.10648,1669.0,35097.46314,79.64334,6572.85542,15000.0,0.65,-0.42985,3.57303,7e-05,0.0,0.0,0.0,0.0,2e-05,0.0,1201.62659,4e-05,0.0,19.34045,0.0,3.99492,2.99885,52.75118,35.68633,0.02029,0.00351,0.0,0.0,0.0,0.0
5.16667,0.89235,0.03424,0.07341,71.11379,4.20524,71.89564,46.38429,47100.43903,80108.35202,975.46954,75.31932,1.52165,76.96901,64.27855,294.05477,329.61814,439.7127,400.00056,1447.94877,1422.06944,1544.54995,1454.9267,6.0,20.0,-120.0,-231.30615,0.0,35575.0,36839.8673,1669.0,35091.21985,79.64745,6582.23149,15000.0,0.65,-0.42906,3.55549,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,1201.68035,2e-05,0.0,19.34045,0.0,3.99492,2.99885,52.75115,35.68638,0.02029,0.00351,0.0,0.0,0.0,0.0
5.33333,0.8921,0.03438,0.07352,71.11746,4.21139,71.88527,46.37759,47166.92002,80111.79241,977.85339,75.03813,1.53476,76.85309,64.19842,291.66309,329.24904,436.24476,400.00054,1447.88449,1422.13103,1544.3812,1455.07632,6.0,20.0,-120.0,-232.75589,0.0,35575.0,36833.64038,1669.0,35084.98882,79.65156,6591.56129,15000.0,0.65,-0.42828,3.53799,3e-05,0.0,0.0,0.0,0.0,1e-05,0.0,1201.73408,2e-05,0.0,19.34044,0.0,3.99492,2.99885,52.75113,35.68642,0.02029,0.00351,0.0,0.0,0.0,0.0
5.5,0.89185,0.03451,0.07364,71.12113,4.21752,71.87125,46.36855,47233.30874,80115.22871,980.23362,74.75881,1.54768,76.73965,64.12082,289.48027,328.8617,433.07966,400.00053,1447.82033,1422.19233,1544.21288,1455.22538,6.0,20.0,-120.0,-234.19359,0.0,35575.0,36827.42568,1669.0,35078.77002,79.65566,6600.84502,15000.0,0.65,-0.4275,3.52052,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,1201.78778,1e-05,0.0,19.34044,0.0,3.99492,2.99885,52.75112,35.68644,0.02029,0.00351,0.0,0.0,0.0,0.0
5.66667,0.8916,0.03465,0.07375,71.12479,4.22361,71.85487,46.35798,47299.60532,80118.66092,982.61026,74.48134,1.5604,76.62912,64.04563,287.48806,328.45828,430.19096,400.00051,1447.75628,1422.25332,1544.04499,1455.37387,6.0,20.0,-120.0,-235.61936,0.0,35575.0,36821.22317,1669.0,35072.5634,79.65977,6610.08292,15000.0,0.65,-0.42672,3.50309,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1201.84145,1e-05,0.0,19.34043,0.0,3.99492,2.99885,52.75111,35.68646,0.02029,0.00351,0.0,0.0,0.0,0.0
5.83333,0.89136,0.03479,0.07386,71.12846,4.22967,71.83709,46.34651,47365.80988,80122.08904,984.98329,74.20572,1.57293,76.52174,63.97275,285.66983,328.04076,427.55451,400.00049,1447.69235,1422.31402,1543.87752,1455.52179,6.0,20.0,-120.0,-237.0333,0.0,35575.0,36815.03281,1669.0,35066.36893,79.66387,6619.27522,15000.0,0.65,-0.42594,3.48569,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1201.8951,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.75111,35.68647,0.02029,0.00351,0.0,0.0,0.0,0.0
6.0,0.89111,0.03492,0.07397,71.13212,4.23571,71.81864,46.33461,47431.92256,80125.51309,987.35273,73.93193,1.58527,76.41765,63.90209,284.01038,327.61093,425.1483,400.00048,1447.62854,1422.37443,1543.71049,1455.66916,6.0,20.0,-120.0,-238.4355,0.0,35575.0,36808.85455,1669.0,35060.18658,79.66798,6628.42212,15000.0,0.65,-0.42516,3.46832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.94871,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68647,0.02029,0.00351,0.0,0.0,0.0,0.0
6.16667,0.89087,0.03506,0.07408,71.13579,4.24171,71.80002,46.32259,47497.94347,80128.93306,989.71859,73.65996,1.59743,76.3169,63.83355,282.49584,327.17042,422.95222,400.00047,1447.56484,1422.43453,1543.54388,1455.81596,6.0,20.0,-120.0,-239.82607,0.0,35575.0,36802.68837,1669.0,35054.01629,79.67208,6637.52386,15000.0,0.65,-0.42439,3.45099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0023,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68648,0.02029,0.00351,0.0,0.0,0.0,0.0
6.33333,0.89062,0.03519,0.07419,71.13945,4.24769,71.78159,46.31071,47563.87276,80132.34896,992.08086,73.38979,1.60941,76.21948,63.76704,281.11356,326.7207,420.94791,400.00046,1447.50126,1422.49434,1543.37769,1455.9622,6.0,20.0,-120.0,-241.2051,0.0,35575.0,36796.53422,1669.0,35047.85804,79.67619,6646.58065,15000.0,0.65,-0.42362,3.43369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.05586,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68648,0.02029,0.00351,0.0,0.0,0.0,0.0
6.5,0.89038,0.03533,0.0743,71.14312,4.25364,71.76362,46.29911,47629.71053,80135.7608,994.43956,73.12142,1.62121,76.12533,63.70249,279.85199,326.26313,419.11863,400.00045,1447.4378,1422.55386,1543.21193,1456.10788,6.0,20.0,-120.0,-242.57269,0.0,35575.0,36790.39207,1669.0,35041.71178,79.68029,6655.59271,15000.0,0.65,-0.42285,3.41642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.10938,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68648,0.02029,0.00351,0.0,0.0,0.0,0.0
6.66667,0.89013,0.03546,0.07441,71.14678,4.25956,71.74627,46.28792,47695.45694,80139.16858,996.79468,72.85483,1.63284,76.03436,63.63981,278.70059,325.79892,417.4491,400.00044,1447.37445,1422.61308,1543.04659,1456.25301,6.0,20.0,-120.0,-243.92892,0.0,35575.0,36784.26187,1669.0,35035.57748,79.6844,6664.56027,15000.0,0.65,-0.42208,3.39919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.16288,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68648,0.02029,0.00351,0.0,0.0,0.0,0.0
6.83333,0.88989,0.0356,0.07451,71.15045,4.26545,71.72963,46.27718,47761.11209,80142.57231,999.14624,72.59002,1.64429,75.94648,63.57894,277.64973,325.32917,415.92536,400.00044,1447.31121,1422.67202,1542.88168,1456.39758,6.0,20.0,-120.0,-245.2739,0.0,35575.0,36778.1436,1669.0,35029.4551,79.6885,6673.48353,15000.0,0.65,-0.42131,3.38199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.21635,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68648,0.02029,0.00351,0.0,0.0,0.0,0.0
7.0,0.88965,0.03573,0.07462,71.15411,4.27132,71.71377,46.26695,47826.67611,80145.97198,1001.49424,72.32696,1.65557,75.86156,63.5198,276.69065,324.85489,414.53468,400.00043,1447.24809,1422.73066,1542.71718,1456.54159,6.0,20.0,-120.0,-246.60772,0.0,35575.0,36772.0372,1669.0,35023.3446,79.6926,6682.36271,15000.0,0.65,-0.42055,3.36483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.26979,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
7.16667,0.8894,0.03586,0.07473,71.15777,4.27716,71.69871,46.25723,47892.14914,80149.36761,1003.83869,72.06566,1.66668,75.77949,63.46232,275.81531,324.37698,413.26545,400.00042,1447.18508,1422.78901,1542.55311,1456.68505,6.0,20.0,-120.0,-247.93047,0.0,35575.0,36765.94265,1669.0,35017.24595,79.69671,6691.19802,15000.0,0.65,-0.41979,3.3477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.3232,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
7.33333,0.88916,0.036,0.07484,71.16144,4.28297,71.68444,46.24803,47957.53129,80152.7592,1006.17958,71.80608,1.67762,75.70016,63.40644,275.01642,323.89625,412.10706,400.00042,1447.12219,1422.84707,1542.38945,1456.82796,6.0,20.0,-120.0,-249.24224,0.0,35575.0,36759.85991,1669.0,35011.1591,79.70081,6699.98969,15000.0,0.65,-0.41903,3.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.37659,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
7.5,0.88892,0.03613,0.07495,71.1651,4.28875,71.67096,46.23933,48022.8227,80156.14676,1008.51693,71.54824,1.68841,75.62343,63.35211,274.28729,323.41346,411.04982,400.00041,1447.05941,1422.90484,1542.22621,1456.97032,6.0,20.0,-120.0,-250.54313,0.0,35575.0,36753.78894,1669.0,35005.08403,79.70491,6708.73792,15000.0,0.65,-0.41828,3.31353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.42994,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
