t,Lignite_Coal,Petcoke,Alternative_Fuel,Feed_rate,Fuel_rate,Kiln_solid_out,Clinker_output,Air_flow,Cooling_air_flow,ID_fan_speed,Damper_position,kiln_rpm,Material_acc,Residence,Tg_preheater,Ts_preheater,Tg_calcination,Ts_calcination,Tg_burning,Ts_burning,Tg_Cooling,Ts_Cooling,O2,CO_ppm,P_preheater,P_calcination,P_burning,Q_in,Q_out,Q_acc,Q_loss,Q_reaction,Q_gas,Q_clinker,Clinker_yield,dTg_burning,Energy_Error,dCaO_calcination,LSF,dC3A,dC4AF,dC2S,dC3S,Mass_Balance_Error,Tw_burning,CaCO3,CaO,CO2,SiO2,Al2O3,Fe2O3,C2S,C3S,C3A,C4AF,Feed_rate_kgs,Fuel_rate_kgs,Air_flow_kgs,Cooling_air_flow_kgs
16.5,0.87652,0.04293,0.08055,71.36248,4.56339,71.47977,46.11598,51417.22976,80333.21349,1129.61665,59.89419,2.0841,73.55668,61.74704,266.72179,301.23316,400.07987,400.00037,1443.82879,1425.62209,1534.00388,1463.87671,6.0,20.0,-120.0,-306.87632,0.0,35575.0,36442.4536,1669.0,34693.52762,79.92598,7122.1345,15000.0,0.65,-0.38064,2.43838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.26931,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
16.66667,0.87631,0.04305,0.08065,71.36613,4.56784,71.48058,46.1165,51477.71937,80336.38635,1131.76711,59.71549,2.08881,73.53937,61.73158,266.717,300.92145,400.07293,400.00037,1443.77175,1425.6654,1533.86206,1463.99083,6.0,20.0,-120.0,-307.69892,0.0,35575.0,36436.97634,1669.0,34688.04627,79.93007,7128.79224,15000.0,0.65,-0.38,2.42298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.32114,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
16.83333,0.87609,0.04316,0.08075,71.36978,4.57227,71.48145,46.11707,51538.12502,80339.55543,1133.91432,59.53798,2.09346,73.52248,61.71641,266.71263,300.61302,400.06659,400.00037,1443.71482,1425.70848,1533.72061,1464.10448,6.0,20.0,-120.0,-308.51469,0.0,35575.0,36431.50896,1669.0,34682.57481,79.93415,7135.41692,15000.0,0.65,-0.37936,2.40761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.37293,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.0,0.87587,0.04328,0.08084,71.37342,4.57667,71.4824,46.11768,51598.44684,80342.72074,1136.05828,59.36165,2.09803,73.506,61.70154,266.70864,300.30785,400.06081,400.00037,1443.65798,1425.75132,1533.57951,1464.21765,6.0,20.0,-120.0,-309.3237,0.0,35575.0,36426.05143,1669.0,34677.1132,79.93824,7142.0087,15000.0,0.65,-0.37872,2.39227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.4247,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.16667,0.87566,0.0434,0.08094,71.37707,4.58106,71.48341,46.11833,51658.68493,80345.88229,1138.199,59.18649,2.10254,73.48992,61.68696,266.705,300.0059,400.05553,400.00037,1443.60123,1425.79392,1533.43878,1464.33036,6.0,20.0,-120.0,-310.12598,0.0,35575.0,36420.60373,1669.0,34671.66141,79.94232,7148.56774,15000.0,0.65,-0.37809,2.37696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.47645,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.33333,0.87544,0.04352,0.08104,71.38072,4.58543,71.48448,46.11902,51718.83942,80349.04007,1140.33647,59.0125,2.10698,73.47423,61.67265,266.70168,299.70713,400.05071,400.00037,1443.54458,1425.83628,1533.2984,1464.44259,6.0,20.0,-120.0,-310.92161,0.0,35575.0,36415.16581,1669.0,34666.21941,79.9464,7155.0942,15000.0,0.65,-0.37745,2.36167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.52816,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.5,0.87522,0.04364,0.08114,71.38436,4.58977,71.48561,46.11975,51778.91041,80352.1941,1142.47071,58.83966,2.11136,73.45891,61.65862,266.69864,299.41152,400.04631,400.00037,1443.48803,1425.87841,1533.15838,1464.55435,6.0,20.0,-120.0,-311.71064,0.0,35575.0,36409.73766,1669.0,34660.78717,79.95049,7161.58823,15000.0,0.65,-0.37682,2.34642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.57985,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.66667,0.87501,0.04375,0.08124,71.38801,4.59409,71.4868,46.12052,51838.89804,80355.34437,1144.60171,58.66797,2.11566,73.44397,61.64485,266.69588,299.11903,400.0423,400.00037,1443.43157,1425.9203,1533.01871,1464.66564,6.0,20.0,-120.0,-312.49312,0.0,35575.0,36404.31923,1669.0,34655.36466,79.95457,7168.05,15000.0,0.65,-0.37619,2.33119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.63152,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
17.83333,0.87479,0.04387,0.08134,71.39166,4.5984,71.48805,46.12133,51898.8024,80358.4909,1146.72949,58.49741,2.11991,73.42939,61.63135,266.69335,298.82963,400.03864,400.00037,1443.3752,1425.96196,1532.87941,1464.77646,6.0,20.0,-120.0,-313.26911,0.0,35575.0,36398.91051,1669.0,34649.95185,79.95866,7174.47965,15000.0,0.65,-0.37556,2.31598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.68315,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.0,0.87458,0.04399,0.08143,71.3953,4.60268,71.48936,46.12217,51958.62362,80361.63368,1148.85405,58.328,2.12409,73.41517,61.61809,266.69104,298.54327,400.0353,400.00037,1443.31893,1426.00338,1532.74045,1464.88681,6.0,20.0,-120.0,-314.03865,0.0,35575.0,36393.51145,1669.0,34644.54871,79.96274,7180.87735,15000.0,0.65,-0.37493,2.30081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.73476,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.16667,0.87437,0.0441,0.08153,71.39895,4.60694,71.49072,46.12305,52018.36182,80364.77272,1150.97539,58.15971,2.12821,73.40129,61.60509,266.68894,298.25995,400.03225,400.00037,1443.26276,1426.04457,1532.60185,1464.99671,6.0,20.0,-120.0,-314.80181,0.0,35575.0,36388.12204,1669.0,34639.15522,79.96682,7187.24326,15000.0,0.65,-0.37431,2.28566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.78634,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.33333,0.87415,0.04422,0.08163,71.40259,4.61119,71.49213,46.12396,52078.0171,80367.90803,1153.09352,57.99253,2.13226,73.38775,61.59233,266.68702,297.9796,400.02946,400.00037,1443.20667,1426.08553,1532.4636,1465.10613,6.0,20.0,-120.0,-315.55864,0.0,35575.0,36382.74224,1669.0,34633.77133,79.9709,7193.57752,15000.0,0.65,-0.37369,2.27053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.8379,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.5,0.87394,0.04434,0.08173,71.40624,4.61541,71.4936,46.1249,52137.58959,80371.03961,1155.20844,57.82647,2.13626,73.37453,61.57981,266.68527,297.70222,400.02692,400.00037,1443.15068,1426.12626,1532.3257,1465.2151,6.0,20.0,-120.0,-316.30919,0.0,35575.0,36377.37202,1669.0,34628.39703,79.97499,7199.88029,15000.0,0.65,-0.37306,2.25544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.88943,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.66667,0.87373,0.04445,0.08182,71.40988,4.61961,71.49511,46.12588,52197.07939,80374.16746,1157.32016,57.66151,2.1402,73.36164,61.56752,266.68367,297.42775,400.0246,400.00037,1443.09478,1426.16676,1532.18815,1465.3236,6.0,20.0,-120.0,-317.05351,0.0,35575.0,36372.01135,1669.0,34623.03228,79.97907,7206.15172,15000.0,0.65,-0.37244,2.24037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.94093,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
18.83333,0.87351,0.04457,0.08192,71.41353,4.62379,71.49667,46.12689,52256.48663,80377.29159,1159.42868,57.49765,2.14408,73.34907,61.55545,266.68221,297.15618,400.02249,400.00037,1443.03898,1426.20703,1532.05095,1465.43164,6.0,20.0,-120.0,-317.79165,0.0,35575.0,36366.66021,1669.0,34617.67706,79.98315,7212.39197,15000.0,0.65,-0.37183,2.22533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.99241,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.0,0.8733,0.04468,0.08202,71.41717,4.62796,71.49828,46.12792,52315.81141,80380.41201,1161.53401,57.33487,2.1479,73.3368,61.54361,266.68087,296.88747,400.02056,400.00037,1442.98327,1426.24707,1531.9141,1465.53923,6.0,20.0,-120.0,-318.52366,0.0,35575.0,36361.31855,1669.0,34612.33132,79.98723,7218.60118,15000.0,0.65,-0.37121,2.21031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.04386,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.16667,0.87309,0.0448,0.08211,71.42081,4.6321,71.49993,46.12899,52375.05386,80383.52871,1163.63616,57.17318,2.15166,73.32483,61.53199,266.67966,296.62158,400.01879,400.00037,1442.92764,1426.28688,1531.7776,1465.64635,6.0,20.0,-120.0,-319.2496,0.0,35575.0,36355.98637,1669.0,34606.99506,79.99131,7224.77951,15000.0,0.65,-0.3706,2.19532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.09528,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.33333,0.87288,0.04491,0.08221,71.42446,4.63622,71.50163,46.13009,52434.21408,80386.6417,1165.73512,57.01256,2.15537,73.31316,61.52058,266.67855,296.35849,400.01718,400.00037,1442.87212,1426.32647,1531.64144,1465.75302,6.0,20.0,-120.0,-319.96952,0.0,35575.0,36350.66362,1669.0,34601.66823,79.99539,7230.92711,15000.0,0.65,-0.36998,2.18036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.14668,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.5,0.87267,0.04503,0.08231,71.4281,4.64033,71.50337,46.13121,52493.29219,80389.75099,1167.8309,56.85301,2.15902,73.30177,61.50938,266.67754,296.09817,400.01571,400.00037,1442.81668,1426.36582,1531.50563,1465.85924,6.0,20.0,-120.0,-320.68346,0.0,35575.0,36345.35027,1669.0,34596.3508,79.99947,7237.04413,15000.0,0.65,-0.36937,2.16543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.19805,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.66667,0.87246,0.04514,0.0824,71.43174,4.64441,71.50516,46.13236,52552.2883,80392.85658,1169.92351,56.69452,2.16261,73.29067,61.49839,266.67661,295.84058,400.01437,400.00037,1442.76133,1426.40495,1531.37016,1465.965,6.0,20.0,-120.0,-321.39148,0.0,35575.0,36340.0463,1669.0,34591.04275,80.00355,7243.13071,15000.0,0.65,-0.36877,2.15052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.24939,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
19.83333,0.87225,0.04526,0.0825,71.43538,4.64847,71.50698,46.13354,52611.20254,80395.95848,1172.01295,56.53708,2.16616,73.27984,61.48759,266.67577,295.58569,400.01315,400.00037,1442.70608,1426.44386,1531.23504,1466.07031,6.0,20.0,-120.0,-322.09362,0.0,35575.0,36334.75169,1669.0,34585.74406,80.00763,7249.187,15000.0,0.65,-0.36816,2.13563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.30071,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.0,0.87204,0.04537,0.08259,71.43903,4.65252,71.50884,46.13474,52670.035,80399.05668,1174.09923,56.38069,2.16965,73.26928,61.47699,266.675,295.33348,400.01203,400.00037,1442.65092,1426.48254,1531.10025,1466.17517,6.0,20.0,-120.0,-322.78993,0.0,35575.0,36329.46639,1669.0,34580.45468,80.01171,7255.21316,15000.0,0.65,-0.36755,2.12078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.352,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.16667,0.87183,0.04548,0.08269,71.44267,4.65655,71.51074,46.13596,52728.78581,80402.1512,1176.18235,56.22534,2.17309,73.25898,61.46658,266.67429,295.08391,400.01102,400.00037,1442.59584,1426.521,1530.96581,1466.27958,6.0,20.0,-120.0,-323.48047,0.0,35575.0,36324.19038,1669.0,34575.17459,80.01579,7261.20932,15000.0,0.65,-0.36695,2.10595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.40326,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.33333,0.87162,0.0456,0.08278,71.44631,4.66055,71.51268,46.13721,52787.45508,80405.24204,1178.26232,56.07101,2.17647,73.24894,61.45636,266.67365,294.83696,400.01009,400.00037,1442.54086,1426.55924,1530.83171,1466.38355,6.0,20.0,-120.0,-324.16527,0.0,35575.0,36318.92364,1669.0,34569.90377,80.01987,7267.17563,15000.0,0.65,-0.36635,2.09114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.4545,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.5,0.87141,0.04571,0.08288,71.44995,4.66454,71.51466,46.13849,52846.04292,80408.3292,1180.33913,55.91772,2.17981,73.23915,61.44632,266.67307,294.59259,400.00924,400.00037,1442.48597,1426.59725,1530.69795,1466.48706,6.0,20.0,-120.0,-324.8444,0.0,35575.0,36313.66613,1669.0,34564.64218,80.02395,7273.11224,15000.0,0.65,-0.36575,2.07636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.50571,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.66667,0.8712,0.04582,0.08297,71.45359,4.66851,71.51667,46.13979,52904.54944,80411.41269,1182.41281,55.76544,2.1831,73.22961,61.43646,266.67253,294.35078,400.00846,400.00037,1442.43117,1426.63504,1530.56452,1466.59013,6.0,20.0,-120.0,-325.51788,0.0,35575.0,36308.41783,1669.0,34559.3898,80.02802,7279.01929,15000.0,0.65,-0.36515,2.06161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.5569,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
20.83333,0.87099,0.04594,0.08307,71.45723,4.67246,71.51871,46.14111,52962.97476,80414.4925,1184.48334,55.61418,2.18633,73.22031,61.42678,266.67204,294.11149,400.00776,400.00037,1442.37645,1426.67262,1530.43144,1466.69275,6.0,20.0,-120.0,-326.18578,0.0,35575.0,36303.1787,1669.0,34554.1466,80.0321,7284.89693,15000.0,0.65,-0.36455,2.04688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.60806,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.0,0.87079,0.04605,0.08316,71.46087,4.67639,71.52079,46.14245,53021.31899,80417.56866,1186.55074,55.46392,2.18952,73.21124,61.41727,266.6716,293.8747,400.00711,400.00037,1442.32183,1426.70997,1530.29869,1466.79494,6.0,20.0,-120.0,-326.84814,0.0,35575.0,36297.94873,1669.0,34548.91255,80.03618,7290.74529,15000.0,0.65,-0.36396,2.03218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.65919,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.16667,0.87058,0.04616,0.08326,71.46452,4.6803,71.5229,46.14381,53079.58225,80420.64115,1188.615,55.31466,2.19267,73.20241,61.40793,266.67119,293.64039,400.00652,400.00037,1442.2673,1426.7471,1530.16627,1466.89668,6.0,20.0,-120.0,-327.50499,0.0,35575.0,36292.72788,1669.0,34543.68762,80.04026,7296.56453,15000.0,0.65,-0.36337,2.01751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.7103,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.33333,0.87037,0.04627,0.08335,71.46816,4.6842,71.52505,46.14519,53137.76464,80423.70999,1190.67615,55.16639,2.19576,73.1938,61.39875,266.67082,293.40851,400.00598,400.00037,1442.21285,1426.78402,1530.03419,1466.99798,6.0,20.0,-120.0,-328.1564,0.0,35575.0,36287.51612,1669.0,34538.47179,80.04433,7302.35477,15000.0,0.65,-0.36278,2.00286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.76138,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.5,0.87017,0.04639,0.08345,71.47179,4.68807,71.52722,46.1466,53195.86627,80426.77518,1192.73417,55.0191,2.19881,73.18541,61.38974,266.67048,293.17905,400.00549,400.00037,1442.15849,1426.82071,1529.90245,1467.09884,6.0,20.0,-120.0,-328.8024,0.0,35575.0,36282.31343,1669.0,34533.26502,80.04841,7308.11617,15000.0,0.65,-0.36219,1.98823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.81243,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.66667,0.86996,0.0465,0.08354,71.47543,4.69193,71.52943,46.14802,53253.88727,80429.83672,1194.78908,54.8728,2.20181,73.17724,61.38089,266.67017,292.95198,400.00505,400.00037,1442.10422,1426.85719,1529.77103,1467.19926,6.0,20.0,-120.0,-329.44304,0.0,35575.0,36277.11978,1669.0,34528.0673,80.05249,7313.84886,15000.0,0.65,-0.3616,1.97363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.86346,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
21.83333,0.86976,0.04661,0.08364,71.47907,4.69577,71.53166,46.14946,53311.82773,80432.89461,1196.84087,54.72746,2.20477,73.16928,61.37219,266.66989,292.72727,400.00464,400.00037,1442.05004,1426.89346,1529.63995,1467.29924,6.0,20.0,-120.0,-330.07837,0.0,35575.0,36271.93514,1669.0,34522.87858,80.05656,7319.55298,15000.0,0.65,-0.36101,1.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.91446,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.0,0.86955,0.04672,0.08373,71.48271,4.69959,71.53393,46.15092,53369.68778,80435.94887,1198.88956,54.5831,2.20768,73.16153,61.36364,266.66963,292.50489,400.00426,400.00037,1441.99595,1426.9295,1529.5092,1467.39879,6.0,20.0,-120.0,-330.70842,0.0,35575.0,36266.75949,1669.0,34517.69885,80.06064,7325.22868,15000.0,0.65,-0.36043,1.94451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.96544,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.16667,0.86935,0.04683,0.08382,71.48635,4.70339,71.53622,46.1524,53427.46753,80438.9995,1200.93515,54.43969,2.21056,73.15399,61.35525,266.6694,292.28482,400.00392,400.00037,1441.94194,1426.96534,1529.37878,1467.49791,6.0,20.0,-120.0,-331.33324,0.0,35575.0,36261.59279,1669.0,34512.52808,80.06471,7330.87608,15000.0,0.65,-0.35985,1.92999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.01639,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.33333,0.86914,0.04694,0.08392,71.48999,4.70718,71.53853,46.15389,53485.16708,80442.04649,1202.97764,54.29723,2.21338,73.14664,61.347,266.66918,292.06703,400.00361,400.00037,1441.88802,1427.00096,1529.24868,1467.59659,6.0,20.0,-120.0,-331.95288,0.0,35575.0,36256.43502,1669.0,34507.36623,80.06879,7336.49533,15000.0,0.65,-0.35927,1.91549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.06731,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.5,0.86894,0.04705,0.08401,71.49363,4.71094,71.54088,46.15541,53542.78654,80445.08987,1205.01703,54.15572,2.21617,73.13949,61.33889,266.66899,291.8515,400.00333,400.00037,1441.83419,1427.03636,1529.11892,1467.69485,6.0,20.0,-120.0,-332.56737,0.0,35575.0,36251.28615,1669.0,34502.21329,80.07286,7342.08656,15000.0,0.65,-0.35869,1.90102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.11821,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.66667,0.86874,0.04716,0.0841,71.49727,4.71469,71.54325,46.15694,53600.32604,80448.12962,1207.05334,54.01515,2.21891,73.13253,61.33093,266.66881,291.63819,400.00307,400.00037,1441.78045,1427.07156,1528.98948,1467.79267,6.0,20.0,-120.0,-333.17677,0.0,35575.0,36246.14616,1669.0,34497.06922,80.07694,7347.64991,15000.0,0.65,-0.35811,1.88657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.16908,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
22.83333,0.86853,0.04727,0.0842,71.5009,4.71842,71.54565,46.15848,53657.78568,80451.16575,1209.08657,53.87552,2.22162,73.12575,61.3231,266.66865,291.4271,400.00284,400.00037,1441.72679,1427.10654,1528.86037,1467.89006,6.0,20.0,-120.0,-333.78111,0.0,35575.0,36241.01502,1669.0,34491.934,80.08101,7353.18551,15000.0,0.65,-0.35753,1.87214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.21993,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.0,0.86833,0.04738,0.08429,71.50454,4.72213,71.54807,46.16004,53715.16556,80454.19827,1211.11672,53.73681,2.22428,73.11916,61.31541,266.6685,291.21818,400.00262,400.00037,1441.67322,1427.14131,1528.73158,1467.98702,6.0,20.0,-120.0,-334.38043,0.0,35575.0,36235.89269,1669.0,34486.80761,80.08509,7358.6935,15000.0,0.65,-0.35696,1.85774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.27075,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.16667,0.86813,0.04749,0.08438,71.50818,4.72583,71.55051,46.16162,53772.46581,80457.22718,1213.14379,53.59902,2.2269,73.11275,61.30785,266.66836,291.01141,400.00242,400.00037,1441.61973,1427.17587,1528.60311,1468.08356,6.0,20.0,-120.0,-334.97478,0.0,35575.0,36230.77916,1669.0,34481.69,80.08916,7364.17402,15000.0,0.65,-0.35639,1.84337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.32155,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.33333,0.86793,0.0476,0.08448,71.51181,4.72951,71.55298,46.16321,53829.68653,80460.25249,1215.1678,53.46215,2.22949,73.10652,61.30042,266.66824,290.80678,400.00224,400.00037,1441.56633,1427.21022,1528.47497,1468.17968,6.0,20.0,-120.0,-335.5642,0.0,35575.0,36225.6744,1669.0,34476.58117,80.09323,7369.62719,15000.0,0.65,-0.35582,1.82902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.37232,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.5,0.86772,0.04771,0.08457,71.51545,4.73317,71.55547,46.16482,53886.82783,80463.2742,1217.18874,53.32619,2.23203,73.10046,61.29312,266.66812,290.60425,400.00208,400.00037,1441.51301,1427.24436,1528.34715,1468.27537,6.0,20.0,-120.0,-336.14873,0.0,35575.0,36220.57838,1669.0,34471.48107,80.09731,7375.05316,15000.0,0.65,-0.35525,1.8147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.42306,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.66667,0.86752,0.04782,0.08466,71.51909,4.73681,71.55799,46.16644,53943.88982,80466.29232,1219.20662,53.19114,2.23454,73.09457,61.28595,266.66802,290.4038,400.00193,400.00037,1441.45978,1427.27829,1528.21965,1468.37063,6.0,20.0,-120.0,-336.7284,0.0,35575.0,36215.49107,1669.0,34466.38969,80.10138,7380.45204,15000.0,0.65,-0.35468,1.8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.47378,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
23.83333,0.86732,0.04793,0.08475,71.52272,4.74044,71.56052,46.16808,54000.87261,80469.30684,1221.22145,53.05698,2.23701,73.08884,61.27889,266.66793,290.20541,400.00179,400.00037,1441.40664,1427.31202,1528.09247,1468.46548,6.0,20.0,-120.0,-337.30327,0.0,35575.0,36210.41245,1669.0,34461.307,80.10545,7385.82398,15000.0,0.65,-0.35411,1.78612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.52447,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
24.0,0.86712,0.04803,0.08484,71.52636,4.74404,71.56308,46.16973,54057.77632,80472.31778,1223.23323,52.92371,2.23944,73.08328,61.27196,266.66784,290.00906,400.00167,400.00037,1441.35358,1427.34553,1527.96561,1468.5599,6.0,20.0,-120.0,-337.87336,0.0,35575.0,36205.34249,1669.0,34456.23297,80.10952,7391.1691,15000.0,0.65,-0.35355,1.77187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.57513,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
